reflect_445_cD_6
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-2.836072039718277e-17
4.545645391664786e-18
2.2892022849741077e-16
-5.788296034754346e-17
-5.443982300359189e-16
3.809200099467226e-16
-9.712894030639986e-16
-5.0636930796627985e-15
-5.922158485985856e-15
-9.67306999606277e-15
-3.202138347089287e-16
4.7126525016908354e-14
7.732718615242563e-14
5.5086511289020144e-14
-3.710768550285352e-15
-1.4358089940657942e-13
-2.226542057475937e-13
-5.224921345249316e-14
1.062171461473802e-13
1.2161242948088505e-14
-3.525246011149878e-13
-1.195880079285702e-12
-2.088173472351451e-12
-2.219555137180601e-12
-2.313132428683941e-12
-2.919468480136716e-12
-3.1284970478530884e-12
-2.691302307525499e-12
4.351756645489446e-13
8.647013144807657e-12
1.8545144011050414e-11
2.6008810411950276e-11
2.9574849408402063e-11
2.6555838363819787e-11
1.8413751935717822e-11
9.870212841097164e-12
-4.337021879487597e-12
-2.8511832167465117e-11
-5.479039821581001e-11
-7.747260609036978e-11
-8.318675638852865e-11
-5.750743598605116e-11
-1.585435093583128e-11
