lux_cA_5
1496.2990202935046
1522.4769908919745
1539.8085924506167
1546.459819993925
1536.577384342789
1501.1669235933641
1445.203611497801
1374.9588713230244
1291.9541377090734
1199.9176980335467
1100.5817043805714
993.4946468530669
883.4450146750495
776.422968178181
670.7435541946815
565.056519968212
458.6511000255952
349.0921506034306
238.5131908930172
129.69870965223558
22.802879927925485
-81.29687969440994
-181.68769185866694
-278.9986501412126
-370.3751791448463
-452.06405747462145
-526.0697626256226
-593.0184551699763
-654.7536364333583
-715.6022866697178
-771.3339174248767
-815.8241677312906
-848.881765347738
-869.5778441339969
-874.0126464948313
-861.4277509952232
-825.4296720206803
-757.1701612787203
-661.1884443238781
-541.9504749166936
-402.4204366336101
-248.43453317436314
-78.95350705400574
107.81801111746219
309.99563798448673
526.7268719023392
756.5962254254187
996.3901706725676
1247.1132634876878
1510.4603760743196
1782.2041095289946
2060.2693606880825
2339.5725301661623
2612.550726907449
2882.7805432703235
3154.263890069526
3428.527414993523
3709.2224807386074
3995.9607770272123
4287.178773932662
4584.977431724095
4891.27293285129
5205.5872717913535
5528.6824591056375
5858.828742811951
6193.144743971259
6534.306225220897
6883.906935042584
7244.181874330951
7619.295473806866
8006.405105077113
8401.357245257832
8803.885074123209
9212.97061356686
9626.213100637404
10042.941275412439
10459.201872041695
10869.419945244215
11275.609263885333
11680.245101328595
12083.357991576233
12486.333685989594
12888.733838688842
13288.565868963577
13687.66427198364
14088.225353433623
14487.61911165089
14884.544068878411
15275.329406999257
15654.519560935658
16024.037436954142
16384.91335896171
16737.906653675
17086.29899306046
17425.849783845548
17750.018737963626
18058.98832799892
18352.595241123443
18625.841960544698
18877.2701571041
19099.448442549266
19281.888101369903
19429.91133598677
19548.97466494946
19642.257038111184
19716.2241473509
19769.968121001144
19801.471993114363
19813.31960192558
19807.18281512542
19784.18897452747
19747.469003755858
19695.667650556006
19626.398547442124
19544.455105620098
19452.412129547374
19355.628845107345
19262.309141477737
19168.570141870277
19069.691809354714
18964.519587108756
18849.8001052184
18725.251286276114
18592.277121790114
18447.84245686662
18288.482745503
18115.69574175221
17929.986715871182
17733.30344394598
17529.197229244437
17315.292600208297
17089.596572591243
16851.115286689343
16597.138502402777
16329.601157506979
16052.41130823479
15764.390862593309
15464.210427873646
