tds_cA_4
628.9722515397756
629.5531333515199
630.2370291002615
631.0315318446746
631.8712688140337
632.7782506641122
633.4306147973733
633.7897816490465
634.0235258176303
634.0377676478771
634.0036807264208
633.9305530872841
633.6474610843875
633.1858353840199
632.8035782558667
632.4976048344921
632.1609440028004
631.8546737854069
631.377743168495
630.7141199961892
630.0118177392219
629.2232954269175
628.6849661745623
628.4451584469333
628.3102146401897
628.3800208015889
628.493341103096
628.6384041692094
628.9862964687271
629.5072447390481
629.9005763204796
630.165850406801
630.431477547698
630.6246447808278
630.9701567122444
631.4856542957335
632.0009934845989
632.5684835338683
632.9467159617027
633.0937219490681
633.1613837316274
633.0760328863039
632.9382290142652
632.757015490363
632.4148807218273
631.9297286900719
631.5417917914605
631.2534350617972
630.9579774837172
630.7140524121272
630.3473331633512
629.8434762180345
629.3362759017627
628.7850807427793
628.375335606128
628.1398447381576
627.9616874380865
627.8977292022308
627.8713378184693
627.8757429011118
628.00131086998
628.2345843412019
628.3887052487405
628.4618224427495
628.5373529215009
628.5697504262264
628.694555432613
628.9230757446292
629.1513965638576
629.4112268820802
629.5829030116826
629.6435400684663
629.6727447706387
629.6335239304595
629.571630018382
629.4919696895624
629.3378815071372
629.1174743022005
628.9587431334884
628.8638062894914
628.7750453407915
628.7240434228979
628.6198819688188
628.4551374053138
628.3006203968393
628.1353144449802
628.0266657395089
627.9891677928913
627.9758892542902
628.0082333129932
628.0635585368154
628.1392327636497
628.2663602245435
628.4412696117021
628.5873366162399
628.7031912966004
628.8243374290131
628.9319681074094
629.0800542064533
629.2733289805902
629.4698527220575
629.6822944633091
629.85350180288
629.9732612939604
630.0777265267824
630.1493318506845
630.2116557791691
630.2667867884005
630.2868445333048
630.2759616781143
630.2925299444435
630.3371857427849
630.383824292428
630.4467042840731
630.4835742734447
630.4909181959251
630.5011950600767
630.504535015596
630.5075458771248
630.5142293505157
630.5141442476516
630.5098991800188
630.5048342718807
630.4980339716501
630.4901930740567
630.481918613733
630.4553127745212
630.4090324575232
630.3520617013344
630.2795626051441
630.2017869335541
630.1194910569178
630.0233778182806
629.9155771201677
629.8599121842205
629.8615919347707
629.8920496792304
629.9693312428006
630.0543803651125
630.1456889844302
630.2790492988707
630.4471509884619
630.6076123155569
630.7618803159196
630.9261730141576
631.0907507166163
631.2909884634953
