ppfd_cD_4
0.0
0.0
0.0
0.0
0.0
0.0
2.322972603602202e-06
7.208024832438522e-06
1.356939582989467e-05
2.2083837975345416e-05
3.1422362827581366e-05
4.154033722354529e-05
5.372275981700487e-05
6.7734478182977e-05
8.191047478653538e-05
9.63039432504648e-05
0.00011159708566931781
0.00012741221372914108
0.000145120915445777
0.00016484292752923262
0.00018561227357796325
0.00020776549366725337
-0.011580230410086217
-0.03639422781509663
-0.06871322814573227
-0.11197828796464755
-0.15943213003333248
-0.21084775515292056
-0.27275883818691243
-0.34396971659865644
-0.4160139212712806
-0.4891618522951328
-0.566882455665494
-0.6472551747019029
-0.7372542308727048
-0.8374884288632463
-0.9430458833677623
-1.055637793467438
-1.0630077758137109
-0.9532261321261873
-0.7801367879650588
-0.5110424483042583
-0.20924429938375694
0.12282318831293164
0.5466958925419003
1.051052526146491
1.5533170193674906
2.0556961071561943
2.5920630120185546
3.1434601191182687
3.776974880656409
4.498311478961881
5.259667078876991
6.077336320193035
6.4061075961757545
6.185997279388294
5.684770484016303
4.743467364510651
3.6647215120876275
2.4614353149073573
0.8373074768443808
-1.1531542709604854
-3.0980326206714723
-5.006429519171953
-7.047919838517253
-9.127002164693344
-11.574136059950568
-14.41689297930269
-17.417440370039316
-20.655401320753377
-21.408122192311513
-19.375268136346676
-15.891952609832833
-10.163627256436097
-3.700512046258257
3.4341027309412757
12.720658691429696
23.888020383340972
30.056728202322656
30.776732731001427
29.150402798573147
23.296611431478357
17.626146382002883
12.370390406640492
3.67447374786694
-7.574693428582213
-14.20508863429986
-16.044205756062208
-15.931055172098512
-12.005235663896475
-9.475223767486314
-8.605163080723175
-5.205859128450116
-0.37338702386945555
2.3400215938479776
3.107507190182302
2.8785258794864226
0.8018974297859565
0.03807507730100837
0.7014232739189844
0.5099378491034832
0.14205140089014118
0.0180040997860789
-0.0673942977277273
0.16391357358532074
0.772706084236118
0.9248487875142196
0.6377686803009397
0.37133492516061856
-0.04855356154897181
-0.2782517385610499
-0.25178008462721657
-0.26043489417915244
-0.20810475544742213
-0.16400238951268828
-0.15917858639117646
-0.08027261678516773
0.05166528862663984
0.11338452955136816
0.11058913284063683
0.08700036515826269
0.014802591768427343
-0.016135645146253378
0.00010827811970507545
-0.0029795549195759767
-0.004917889987578818
-0.005858261129598939
-0.012535503679210842
-0.009759337368579991
0.0010922959502734776
0.004814797570718794
0.0030118968300945274
0.0020934721265467044
-0.0006978936892560329
-0.0016978240795409254
-0.00022853350727041464
5.3044453101926234e-05
5.893854439073279e-05
0.00018258823273703946
-1.0801765215898684e-05
-5.2077235106517326e-05
1.1480288297299931e-05
5.9240493831428805e-06
-1.9091782755098896e-06
