lux_cD_5
-94.90710972681934
-98.22968682583446
-101.41388104307238
-103.42078567473703
-104.82996331721796
-105.82124104263298
-106.10157120560183
-106.75907839981382
-105.78928483508379
-100.26057933575976
-92.78681733993872
-84.68914756427375
-78.34918391644096
-78.54261778456694
-81.87643509017899
-83.04717246489332
-82.65700543631523
-80.58229032513944
-73.56297201001782
-61.581950368565415
-38.66940772758145
3.6790141392764406
60.088280936931376
125.59742647940173
196.29268807940494
264.95988665779487
332.9630658054099
402.6558713397483
471.6108198011867
539.0690274392282
603.3443088840547
659.2619393262542
709.7934534600597
759.8144246587603
801.5419705395971
830.6189268753541
839.5245977344409
815.2484348838192
764.9150066950593
699.9417270680169
619.0175251087529
522.7575315956631
418.0143769770039
305.39824170896907
197.0826477965103
111.11306018770665
37.676959343413316
-34.02456676224179
-107.26507259450224
-191.10964975012973
-284.5109822927103
-380.5958605872488
-488.351569712044
-616.4778444934376
-758.1103624335483
-915.0246748058723
-1071.0243197062177
-1201.6911769784288
-1323.174582059526
-1443.725777294764
-1576.419615281135
-1750.0606357961044
-1940.4909223066495
-2111.808577000263
-2265.1007632596356
-2396.0244849702244
-2483.28321253507
-2526.581249646192
-2485.716031604917
-2306.0388521171603
-2019.7821836656276
-1652.8354453279085
-1234.554847980646
-816.3558566056068
-382.17655887919057
83.1997996781028
576.8005281689966
1112.7320503140675
1665.7304978236298
2191.1804424786046
2696.588525591795
3190.6948518950194
3632.178439122343
4007.294629570896
4258.018929712301
4300.395730938689
4179.563110963684
3941.6354309152957
3614.1408608619145
3251.384048933893
2846.5083927163987
2384.016652359192
1884.8346340079231
1361.62412094027
825.3280609226061
303.24477826915086
-215.14616329078405
-748.2993547085275
-1257.1931058902194
-1722.0343642031673
-2098.025099217089
-2317.471663939566
-2414.132176046939
-2427.064956131362
-2370.5170863365256
-2277.192581324125
-2148.229742145661
-1974.1079900946988
-1777.2049917797474
-1580.3716380522199
-1381.0764822816636
-1184.2766205929256
-981.8233026829737
-757.3114215526251
-530.9808604086999
-316.57176428988095
-132.1283870358231
-6.69698711599656
73.33106217858648
125.43768807258532
153.05211112834857
166.49398419452612
168.29872862904412
155.3508267006617
138.80426282131972
132.13406944446606
130.81832548576247
131.8898341431377
131.7324224587137
122.67236062295581
109.97316972824378
98.49858047406137
90.88785042692628
92.33838986417966
100.35852260739797
111.40256903219989
125.17840191460151
140.278542484185
155.85169806829907
172.19336328090682
186.9653482689452
197.2116026206231
203.99925994654583
208.15078553881946
210.45455409980093
212.55227555477535
213.5012118698773
212.44616619417798
208.94513534300688
