ph_cA_4
6.281690989006302
6.2728638377141746
6.262917559557706
6.251795637000382
6.239924636647615
6.227140429389192
6.216924165941147
6.209657710627128
6.203576168612981
6.199685398893779
6.196063879507183
6.192609597163017
6.19119105229065
6.191449221168088
6.190700373396243
6.188983367220584
6.187386525175225
6.185274098691179
6.184758486000693
6.186001849208784
6.187452073395229
6.189605664014508
6.191427690942292
6.19266652652255
6.1941843645587715
6.195658738124541
6.197349439968752
6.199329770884305
6.201184681146672
6.2029713544523775
6.20604366375365
6.210460431629038
6.215609476279249
6.221844043954296
6.2282829538452456
6.234867817404105
6.242338289169055
6.250506072645156
6.257566692967354
6.2634319825204186
6.268823610248068
6.273250332004459
6.277938693052266
6.282933313112486
6.287185665968141
6.290935010802891
6.295214376674338
6.299974246242093
6.304865690805645
6.310125567057053
6.314849460705147
6.318979131770108
6.323149110820696
6.327148489136081
6.331548741881138
6.336463859819617
6.341464476370153
6.346722140394903
6.3520470573240955
6.357402236463371
6.363032993823343
6.368898092334749
6.374356344671491
6.379385400931857
6.384265467891862
6.388830739849382
6.3935114965618896
6.3983350987798
6.4029465571079
6.4074381043975785
6.409410013391823
6.408569480527854
6.40609857139202
6.401282516454402
6.395401501142646
6.388498018923171
6.379270024551036
6.367934245952563
6.356333909573956
6.344418772992759
6.331399539329242
6.317693738667435
6.301809953497345
6.283608906410138
6.26414352250731
6.243043259106944
6.228476680800769
6.221362443987194
6.217581887253576
6.219511171282595
6.222667055711452
6.2268292807973635
6.236395862103143
6.250544571672455
6.262949097076719
6.2737138647296335
6.285434682890943
6.296624457113503
6.312284653271437
6.332815479678618
6.354567721958805
6.378729695291785
6.394897034624604
6.401670484350172
6.404830328532588
6.401307287386399
6.396294970986441
6.390135818562421
6.377453025658801
6.359205297435623
6.344325668425531
6.332786702980688
6.3208152162571665
6.310559101197683
6.295242289593349
6.274331796095851
6.2529087683762645
6.229388758181119
6.213175429941039
6.205734994574932
6.201479486558214
6.203237013841207
6.206734224804612
6.211642926119289
6.222674336281988
6.239056620523384
6.252033739859869
6.261571728445324
6.271483313325841
6.279647937379179
6.292549542475798
