temp_envi_cD_2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.00850843455769581
-0.026401089484201154
-0.049701109787991374
-0.08088726053187702
-0.040628791443927906
0.07890236592581462
0.23819547612356723
0.4598051757494224
0.3648856605907706
-0.08342654969919887
-0.6864276037754389
-1.5500070058846356
-0.773478451250054
1.8324937391542782
1.7947526565890766
-0.710426924080372
-1.0447754640750035
0.12260211092573245
0.23208715107089867
-0.05116299663265865
-0.02640108948420115
0.00850843455769581
0.0
0.0
-0.00872458965631875
-0.027071803945541033
-0.050963756660931794
-0.08294218540190414
-0.041660957862079365
0.08090686494060126
0.2442467851256983
0.4714864353792045
0.3741555086945861
-0.08554598470874374
-0.7038661614073344
-1.589384627578887
-0.7931285184602967
1.8790478804862512
1.840347993176334
-0.7284751797022113
-1.071317778286223
0.12571679332692248
0.23798327928210666
-0.05246278245201064
-0.02707180394554103
0.00872458965631875
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.008990173805667068
-0.027895893364691393
-0.05251513804315938
-0.08546701815883516
-0.04292915390231641
0.08336974076033984
0.2516818711542647
0.4858388953575104
0.3855451300309513
-0.08815007939674792
-0.7252924637431748
-1.6377668874823221
-0.817272045112764
1.9362477434691787
1.8963697976996714
-0.7506506021053101
-1.1039296296208942
0.12954372260724084
0.24522769870777966
-0.05405979549203046
-0.02789589336469139
0.008990173805667068
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.011304107294357532
-0.03507587044286624
-0.06603173285077807
-0.1074649238468855
-0.05397846273693535
0.10482783926419614
0.31646094247689294
0.6108864099414301
0.4847785605590435
-0.11083856408636325
-0.9119716712010132
-2.0593030812792446
-1.0276253926047643
2.434608352825856
2.38446643261371
-0.9438566072464148
-1.3880642630945248
0.16288629912134206
0.3083455645755934
-0.06797396154540694
-0.03507587044286624
0.011304107294357532
0.0
0.0
-0.01021727954395345
-0.03170351839646327
-0.05968314487290951
