lux_cA_4
822.575172448684
820.8243381101474
818.7809076831794
816.42592858226
813.9150560796927
811.1934334947574
808.2544767568716
805.1090477146412
801.7159924538153
798.072898016694
794.2126421639321
790.1261791467622
785.7916423017915
781.2107407284007
776.3220123724253
771.1135507563309
765.611271512999
759.7938755621173
753.6819578660259
747.2722184644414
740.5321611093274
733.4613608134932
733.3430962121344
740.9175289656608
752.7747800586427
771.0306590703658
791.5017819451539
814.0410363394358
842.6756093224125
876.6590255003799
910.7714510145706
945.1736680331697
981.992286685326
1020.0381711828562
1063.6015176229112
1113.0501297391472
1165.3516098380828
1221.5533090491983
1234.792040618776
1200.0070634937542
1139.9393982231663
1040.9355251881534
929.2276954939905
805.8803970994512
645.312978270427
452.2357564556487
261.52869957730275
72.33607493105853
-129.66732681819127
-336.43535509436754
-576.13699332548
-851.1436895744683
-1141.2866949009738
-1453.3804333185117
-1583.9126682714543
-1510.2690778064919
-1332.952359687586
-992.5900790676052
-601.6428484889243
-164.99875661261507
427.71414163256685
1156.2282145022327
1866.223773948364
2561.0176305809355
3304.214226341299
4059.996828698192
4951.930347249723
5990.314632750974
7086.109247980406
8269.064949186362
9274.03437983556
10066.170353628646
10792.746261426659
11375.978950308981
11949.76128923618
12523.254659443315
12959.359755972164
13283.20022251124
13721.828194305243
14274.876118053995
14847.326750293338
15494.087468580023
16043.404022639526
16482.22136510474
16940.01034035926
17376.960090270924
17766.88876079132
18120.142490736118
18419.30737741797
18659.310248416863
18883.939380496362
19090.395792260824
19251.917004035276
19376.211517398067
19431.69750950778
19411.878699109464
19336.024695197466
19193.902358693067
18993.82946709481
18735.93671754538
18406.16077371537
18004.992985934034
17726.61640420566
17587.356746840305
17495.06267114632
17504.096664354533
17497.52868738393
17469.208513496353
17525.88252624891
17644.7048859906
17689.926284163503
17664.228689057996
17618.852325216933
17521.44048719375
17481.269236355234
17505.640741788884
17514.283510440222
17532.28899777515
17534.76391250811
17511.257283131254
17492.10617670859
17468.638479226775
17436.924437848982
17399.64950888047
17351.06957140492
17290.62283982565
17265.602484674495
17279.067010344756
17307.966325690497
17364.923243389178
17421.818374167317
17476.62626782209
17554.216944392567
17648.681672411956
17640.900825534878
17522.132024365997
17344.4285219467
17074.44926663838
16787.039907252045
16485.09995907103
16101.30784639267
15649.865883196691
15207.189482721853
14770.478070730818
