cA_3,cD_3,cD_2,cD_1
66.24503140349478,0.2876482306344429,-0.06422889598671622,0.14756663773672934
66.32397915237902,0.9226031518564277,-0.11091347032760102,0.1269013224419926
66.17656477098862,-0.7300635326084607,0.6358200993226133,-0.3504286762212998
66.55215382576165,0.25089380624084484,1.146358168192367,0.9682480588462283
65.56137039799482,1.0624936223600576,-2.054448903885368,-0.44509913593078165
68.35905187652459,-0.21810420425570648,-0.3643040876822505,0.42894516939104366
65.51925812409188,-0.6426979057431411,0.6133434132616876,-0.4270166943284566
65.71745960862705,-0.1883900850616338,-0.3811154267175423,0.14156974714547993
68.51992810378378,-0.09018419874818073,-1.304858290157115,-0.03798164312744695
68.2112282712172,-0.2039867037898455,-0.48419209158679305,-0.6989217819492243
67.73867931696745,-0.8029041449384982,1.3790099682730013,0.8642874652889402
67.45859484636722,6.2380260556911535,-0.7297085693823997,-2.071619679483183
66.29536302635675,-2.092076424902001,-1.2197105684378404,0.14774470833185138
70.67994195482608,1.7588903195811898,-1.573656235940157,2.099094608677605
83.10868031153356,0.355241766387974,3.485054794832204,0.20896595804897022
86.142107473929,0.9585357639011278,1.9270933702001352,-0.49201523611751186
84.29556496209018,-0.1417926016510711,1.0330665043262903,0.1073191872380822
83.32513290181593,-0.8582343198253364,-0.005428776246520772,2.9214536861035842
81.22016194446817,1.0869066736671273,-0.9644210092177445,1.3636444129242822
83.54619944549749,-0.23046638127389563,2.0291886067142197,-0.3815297144632221
80.61310583997965,6.843948579218909,3.57359192322816,3.4994724708868827
82.76415265487597,-1.9675559153632314,-0.6596553963183922,0.6748585483998482
86.35629437924379,-1.3756520419411253,0.6053374020917026,-2.3156074431767015
100.80964957346747,0.751136090096435,-2.2367620749728045,0.26527588993602713
99.84707193090534,-0.08354386576879991,-0.15187763926068482,-0.09008369809560424
102.29623362230042,-0.2260482347465783,-1.4958421950609446,0.36379374135952836
105.74774048032242,-3.1292358558511357,1.6678193880515992,-1.0439257070855827
107.76957256791128,0.24141828294124656,1.928661283275639,-0.35950011399311244
101.63635707435313,-0.470138760389162,-2.1792559371057845,-0.7204255500689171
