cA_4,cD_4,cD_3,cD_2,cD_1
3.9179630654277307,0.0005647732600957481,-0.001689069824730001,-0.00023804197114991182,0.00022285609881810692
3.9164097836988727,0.0013831904771177093,-0.006068758895341069,-0.0017505806252645275,-5.204170427930421e-17
3.91743159833115,-0.010418516868393929,-0.006827297820181898,-0.012681991379759654,-0.009452243838618087
3.919605255760044,0.009259919688640646,0.008012314479960342,-0.005085836649207243,0.008267961425928397
3.906554413689501,0.004148903465056308,-0.003955791610992302,0.007636252352575219,0.005846946482938296
3.95248382739359,0.017304494804967877,-0.002941997063011771,-0.0176368000701543,-0.0036537643962228725
3.9328825753095007,3.231041905652279e-05,-0.003916962019195596,0.0016892430366137728,-0.0012412640080402357
3.950953511981571,-0.0017194654234841608,0.0076835144961543735,-0.00035762804615784363,-0.0024145191231873045
3.9330982997125075,-0.009115812590657621,-0.006167246351264536,0.013406594195036427,0.001010273792647072
3.9354723155307862,-0.007063117486271999,0.001016520211021478,-0.00047011804580734777,-0.002025314557541848
3.925784510996832,-0.0056658742102389595,4.165407087643527e-05,0.007628907251302277,-0.007128049407215911
3.940648686719075,-0.008581116366369618,0.0075029859193845895,0.0019917899082604797,-0.00445887586042092
3.940059455563355,-0.0006940744699085594,-0.009827585257233581,0.0003257918375782383,0.0037393221157602796
3.937362440131523,0.0038893917796297,-0.008215202575019606,0.01294764775102937,0.0036761994295407725
3.9485372848772564,0.014019623118662231,-0.0034678101839109784,0.011832200579948559,-0.0010306900909603477
3.931428231271584,-0.004751061973076669,-0.00811052515321229,-0.0037447158024844582,0.006764028112131348
3.946418491761673,0.010508566890312782,-0.006302882203059367,-0.003598880063708138,-0.006609061671780426
3.9271241876211027,-0.01984171283295283,-0.002904222436483455,-0.010497339834664113,-0.00023099021539318282
3.956726495420041,-0.0120901177193735,0.0024253196576256957,-0.0003061508657778902,-0.0067436118138181345
3.9474331405138545,0.0025381427694741096,0.0065108136651416786,0.012042955460390482,0.0018703481171908655
3.932299923068394,0.02509526193165547,-0.02195605036408234,0.001909707017687728,0.0022120793226823483
3.9411909261687974,-0.050876683767902234,0.0067471771198390935,0.015969880003178505,-0.017505009318943745
3.9556482742332886,0.16198030658605742,0.0006677111208418969,0.013590076989075644,-0.0014200396003305783
3.9494566901869326,0.026300681031470322,8.401551987946565e-05,0.0029834918064076833,0.012386599433905264
3.9825954747576517,0.10073287545451437,-0.00250030680160224,0.019415219766473698,-0.006378071456387326
3.839961353665331,-0.03907893162352477,-0.001229916651502478,-0.0021553378913650115,0.0016679340259847797
3.870332583624432,-0.09683115027442274,0.007946969233493684,0.015473852399379569,-0.002025314557541848
4.120506429513934,-0.04317714317869204,-0.023547369679891482,0.004466845008263711,-0.009668958846567058
3.977053799395639,0.10465129811257332,-0.001893183161420224,-0.02076916981336052,0.015587042897874059
3.8353366537489837,-0.061539562477615564,-0.006172130989073231,0.003997894153335719,-0.0005896256311457848
3.963679547053558,0.017257998487285927,0.002942965260063969,-0.0025645396930863793,0.01189671320461396
3.8872295486201214,0.11549337763714425,-0.009850520792772353,-0.004114748900625197,-0.010868745641597774
4.028572895394854,0.05986428379793757,-0.016137811380615714,0.005302773277691693,-0.013253459465701247
3.9494127409490773,-0.014073661268291158,-0.012797448782731681,0.006705923421223576,0.004858817836159546
3.995954113887452,-0.0020679756413288924,0.008550120092421756,0.0068672749640598975,0.016714318005914598
3.7712035235450925,-0.03125783371874358,-0.022755210716326097,0.009187190041340065,0.0019404014543875341
3.9212918749444894,0.021254561429532744,0.00040712952315228104,0.013305856716230137,-0.0004994201737865828
3.9918792345879885,0.05061949187604975,0.02945338732837129,0.00805885533718788,0.006658054094280656
3.9470607002137585,0.05053314897220081,0.1436418139609599,-0.01342208566287255,-0.008912839804869389
3.9985190226612337,-0.029215208996003206,0.05510960082511793,-0.016097891618058784,-0.013688263600220789
3.8442378121632492,0.0022766846001491016,0.027348946186732035,-0.0027011252489312215,0.004858817836159546
3.9112564953642295,0.006479797117646666,0.05976716073781876,-0.0012021263678339104,-0.002190169671321584
3.9329228541356187,0.00025041766825766726,-0.045434298314131025,-0.005133900856823867,-0.0029690728103432557
3.932040883079116,-6.617853638176199e-05,-0.07236996418196717,0.0005282150331391393,-0.007107633108902674
3.948862261439023,-0.007049149873856891,0.01333589104276877,0.008327878066925715,-0.002049123709481267
3.9420501258341245,-0.0006061452487458527,0.04433553038589959,-0.008454853741437304,-0.0017078921766480737
3.9316381795040365,-0.014258736215283563,0.025483339445112302,-0.0006517383053913951,-0.0010796825134605885
3.934363422182209,-0.006782878379424543,-0.0792655660358601,-0.008446373068780292,0.0016109267213355143
3.9187532408011982,-0.007472457341937244,0.053230523716341765,-0.008153743856096567,0.002389335852626349
3.9256175436567102,-0.012661471064158492,0.07634001569756022,-0.0061223160123542765,0.0015952773952699756
3.942416281422821,0.004248007960344989,0.03259620603589373,-0.006409993316340396,-0.01679174160887714
3.9296020704901364,-0.01984670641433391,-0.08811734027939178,-0.00503190019861721,-0.004543059461336835
3.924506070869595,-0.010306380909578614,0.04207690471213165,0.012335531474544924,0.004593255349435065
3.9296571555358475,0.007276606338613125,-0.02092907079949125,0.004879361734627569,-0.009331994613323385
3.941334964294412,-0.013913581352724885,0.003833137602304148,0.008570429385769034,0.008033723300633847
3.9476367548060205,0.017615184483513784,0.0946322069721912,-0.008327650992012494,-0.0019002983599994364
3.9255071917186966,-0.014946096292832951,-0.010194149893405974,0.02227258067523371,0.006764028112131348
3.9247420582529875,-0.1114306062854656,-0.03197064360504455,0.0009016334272900044,-0.013757527377309498
3.9524828384602793,0.07230834201827127,0.029826593297965893,-0.00982128204012986,0.007197313184304617
3.9912050607560534,0.04776014549009533,0.14259550921973174,-0.009320574869351325,-0.0024871757539021155
3.7866591726089456,0.17159316527921895,0.08193913152168297,-0.005271537825372796,-0.006607687553158924
4.085855379795477,-0.0820422303555643,-0.004783069767395801,-0.011811756571627674,-0.004564849878271611
3.805807638371654,0.21524390578363328,0.006209286026711093,0.0005218512015443648,0.006280231555111537
3.8851416795136333,-0.050091008029851926,0.08571517748081323,0.017419981818909552,-0.016369719328754067
3.952110039082664,-0.027688729512409225,-0.12266494555253209,0.008266253455860394,0.0056020357890347
3.8323295667328168,0.11296347310610644,-0.0857579452264647,0.003094969376583932,0.01200078772188598
3.8554158566579506,0.01174891288152079,0.1050008535078242,-0.012001903297908019,-0.008373435771120681
3.846503070143863,0.14385367549390057,0.06842473578578318,0.0029728563339681234,9.783990127566755e-05
3.833683654116072,-0.001988671231056692,0.033502643422602243,-0.011510026431615675,0.0004048538917110489
