cA_5,cD_5,cD_4,cD_3,cD_2,cD_1
471.2642527667046,0.277728987410336,-3.58580116684462,-2.835040203456054,4.674394099413513,-0.2682362087888807
473.48855926482395,0.6569645747584603,6.571741620963297,5.788227291957121,-5.259235240450516,-1.177487698844744
471.23725118880674,2.513479937478755,-3.364169148781736,-2.082196126881406,6.072901433415511,-1.0680935071876412
471.1184933114831,-1.3126267804999647,-2.571462588870706,0.35845113973295056,-2.0104171996766254,1.3761597983824936
473.4288268950363,-2.115130288043803,6.384880297241293,1.427346742812526,-2.5584167255463135,0.09124192537125436
471.5152830543631,0.9368148062880945,-7.239702513688048,-6.400970566246191,0.5399298292631308,1.6375330119839824
470.48058833235217,-3.288403578446867,1.0842021060662197,-4.542018941662872,1.886804688154681,-2.0787757567899234
472.9026033267453,-13.01105827230576,4.167731081705189,1.199712297656377,-3.8009805959446794,-0.6475530810364514
472.42783055834934,24.316133652048702,2.7164717644561454,-1.9141143305391621,-3.065802602266514,4.258076362395354
469.91205914043684,-13.850511933835351,18.9575457919663,2.7006400438798592,3.2357747474541307,2.2700444168996574
476.1010256983707,-2.1242721041666046,-14.719629365677159,6.536986135700155,3.7575044770728363,-1.5536849632376948
463.3128011101603,0.8595731990646269,5.491317547872429,7.045111807246628,-1.4767690872918273,-3.9992209403573042
491.0816177479317,3.3749348547471056,-3.265178528354521,-14.317746383697827,-2.4581282484098446,2.7435725586645816
425.4746298093385,9.127085706637537,1.6028207144291065,9.014700474713305,0.5423755475122763,-0.7545667301264702
336.3220198719576,-16.432652429308728,1.581758768776522,0.34007626226012666,-0.6015297967630933,1.7826154243429522
339.44423729093444,0.27143804001472227,8.701389486843855,-3.576403199930802,-13.386969592983496,-0.5501034972190255
323.6595683517398,-0.2795394903834433,-2.178435821955922,-0.6080368964465193,0.4287843638413531,0.7863059116834663
271.84341386597805,18.020528799311315,9.320169553574608,1.056188571777893,-2.2905534308211544,-3.747037304581116
340.78848974709376,-13.638978794919534,-10.835047888540187,-0.07553481774042181,2.400681989536754,-3.252436130806168
383.04366644639583,1.1880625391982862,10.221397730953154,1.0936108768460324,0.6438491414159411,-0.4151833727051001
348.9150024208242,2.2454604101490276,-2.839264144177298,1.2193971404336368,-0.8769041516309297,-0.18094450248201266
461.2698543447361,0.8005786490025293,1.079711327200951,-2.6143657635461284,-0.3526771448223981,3.521124454439492
425.97405655356965,11.80617445755964,-3.1679837693593536,3.0270631063215676,-2.212097000704258,-1.5654187546165343
335.3765355238087,-13.035842957741176,-0.7491755706413166,6.7557433153071615,-2.2636652228152014,2.3325688042071184
342.23736796790325,5.771802066878528,-18.92809940990813,-0.0943237528011782,-0.15501435126144025,-5.410113770773937
321.00631925289093,-2.903418513256629,11.164055604604378,0.4689505344188444,-0.06287403626411765,-6.190943152974837
271.68484783080225,19.939802095303826,-0.9368190663483335,-2.3677259278645755,1.6252217386384766,2.6926786340391384
343.6937519494,-10.674278590764663,23.4535320132277,4.008590841514702,-0.45693265115694137,-0.26419406653366523
378.12540484571514,-4.111012590487945,-12.650745991267769,-6.843480546295906,-1.5893614112395653,-2.11190696571821
347.1042680651722,4.584363587028678,5.383692650391214,-6.642970415319175,2.6951010458330793,-1.2096294509975396
464.42268907076635,1.663847936191253,-0.9579578612809804,10.720307797671168,0.8191113066740064,-3.5860157839182376
425.8238304200874,7.288893261879359,1.173529970399944,-4.669522435282483,-1.0467569169697224,-2.572158385791453
337.38834512000255,-8.451384063053245,-0.3914046322269213,4.8008045727593585,1.72308724364995,-3.1724351449236106
340.47930737331836,-5.839094856166289,4.355743142046349,-7.333602102774686,1.626208598822474,-1.118447761380886
321.8229069940269,-3.0864875704292443,-2.8061750844353566,-1.1399145016267802,-4.154180645329908,1.2560063782691808
269.48308374597303,20.587443512471996,4.2257526402916215,4.935154639826053,-0.2638433190030396,0.9080883542522498
347.0725602947068,-13.1446515409523,-9.91239723076842,-1.7564596971921747,1.8043498319569384,0.3183138897756621
373.4047041772117,2.032026801043658,9.514734339455666,3.2966661644679607,-0.1548674328039595,0.3806900647615593
348.8436551764619,-1.0161039754957466,1.3321577757756842,4.701621691928023,-3.560073732957234,2.4684219718200393
457.3470794853913,-6.853978774016972,0.6346817608418509,-4.714653494600946,-5.9641776716586286,-1.957941942288787
425.80314674902564,18.34404565511109,-1.447065371324839,-10.17978678802148,-4.205777338947417,-0.6082603709127025
334.46602545952595,-15.528143743581518,-5.077510368946566,-8.097605044837463,1.945574150309851,1.4406960525902697
342.27475737919843,-0.8821253926530191,-13.51478894012687,10.026589643995864,-0.815412326786535,2.3607116115088087
320.9414432809033,-0.4698323335735894,9.662918529590781,-2.9362100280451116,1.7043126860959856,0.11845131073906917
274.81609342377226,15.115967302241696,0.4837164917088145,4.677559107105948,-4.4454034747290985,-1.814572074253757
343.2889016497811,-11.850600441915356,22.508339298826385,-2.5903859649611936,3.1413325201688016,2.167632010596064
374.7335509484371,-1.5540395683383166,-12.183515005678448,8.823371027764018,4.635837629617546,-0.640269854083532
349.2830910713958,3.0570103058234763,7.899021606593821,10.149081945423712,0.5318802786560871,0.4660581329794335
458.3388509479865,-3.0464839607681493,-2.566373222156081,-12.365814894207235,-2.817853399890835,-2.8494983853752136
429.87252309076007,7.419678334264726,-0.7912963584662921,8.93399678600642,4.933131770893029,2.2357778063469755
335.6646725531983,-11.874368195491005,0.051560145979937036,0.07091982543619975,0.8386298673253791,-1.060894240208472
340.13245818014275,3.761786090502839,7.798148725906167,5.1412845342059015,4.90486975589977,1.1258576430711706
316.5942653177524,-2.044560489082386,-4.695822640890319,2.0904007093532186,7.618182209726069,3.075809521412146
274.2334491187946,19.44425468000675,2.292443165566714,-0.8907740335736317,4.7704157977384725,-0.7749984145341569
339.6416406548975,-13.973905598641824,-15.280994132825851,-0.3467574152592451,0.9521777854348098,3.8923343014684892
374.55241585352456,3.912530243808502,8.269499242073492,-6.606392285039405,-1.8760897321296384,1.9067561538457591
349.32019463712044,-1.7961944699611083,-4.6487450554104655,4.1922859654521805,-3.7676413411425655,1.7150794479038876
464.624919427687,-1.1628257877347368,1.6434946897518221,-1.855206106696335,6.543068334176348,3.4749107195312265
423.69977730850087,12.332461362372092,1.1238429767157108,2.036372552451134,-4.2285870356482995,0.9852289269318362
337.92975983247203,-10.11511482812675,-3.888007340945636,10.974181316634347,-3.044971998040848,0.6559945476335395
340.5949642531389,2.333163707996991,-16.440787060023506,-3.0829945987488214,-0.2891841873840555,-1.787298268066097
319.66144734575994,1.8467637341187575,11.800867696203401,-2.801068298518558,0.21200153576551778,0.7416656699217319
274.4004189074386,17.590739440661466,-0.24865447250683953,-12.052527664982911,-1.800581079781427,5.425408139314019
348.3383703321767,-12.19684424705531,23.08899021771043,-3.422196114683289,5.194664667664917,4.318951462770921
378.8840783056354,4.109509630437739,-9.86800072604411,-10.325432010551632,1.412712698599446,2.0419407073299953
349.89740480442657,5.486424176295907,7.951639341620532,-3.598890190387556,-0.5200211978204061,1.4666005831608204
461.2843962246709,2.611809868056049,-2.7774986982933925,8.913220979447905,3.0367222098349407,0.6325320062187401
426.25728441210555,11.165356506603883,0.30519560733501866,-1.8299995399541829,0.8371057491053501,0.33772190868952645
341.2557189642649,-9.456295370966405,-2.0309801041340982,-1.6869546777480284,-0.6826861289426153,-1.5670893997716635
