cA_6,cD_6,cD_5,cD_4,cD_3,cD_2,cD_1
1.7743807734105166,0.06960356394355352,0.03366620417678155,0.027882693678663677,-0.08342935059910994,0.0861436797078162,0.002200072492698925
1.787356971680798,-0.029729465923462373,-0.0021443899568233597,-0.038288364726213414,0.07983757705525883,0.0734176229781137,-0.08399256213669218
1.7776930897687144,0.007488998181329644,-0.010187912801367983,0.035911079406263854,0.006765692073605197,0.0018360662824371244,0.02334501360112467
1.7780190411413859,0.0022326083547057445,-0.00415725309150703,0.036986627841399305,-0.06578490451101927,-0.03003615087008338,0.007557465909806639
1.7860034745420224,-0.0027597795381565735,0.011815995461755985,-0.06978428872179072,0.09512392825402807,0.03347174610329538,-0.026354205832929897
1.756844747600567,-0.003990482281939167,0.0031183701649325044,0.012221952734865349,-0.09081706732688222,-0.036694206308019756,0.04482099990460385
1.8514270765167526,0.011100306319017268,-0.012899097393016545,0.02035614130168189,-0.003202785451525239,-0.10008605680373138,0.032994734955538896
2.026365351957617,-0.0842315277975932,0.005757795914140945,-0.026893460102846628,0.039440103083535426,-0.032704496931239134,-0.013165453697911875
1.9306746083842368,-0.004373704125891567,0.0128130080681481,0.04267416707262238,-0.16446556588844738,0.03296397181793097,-0.08919857331772525
1.9554322319837563,0.0054886792817462095,-0.09552029778473327,-0.030908286385822235,0.051558569948208434,-0.06440914984345529,0.03218948458208591
1.9011655318520846,0.13941621899640377,0.09696986001123396,0.0006970059043129254,-0.0670670507513323,-0.0341309815677465,0.05231431707895208
2.0018961544985463,0.06766994849334282,-0.04697477300559176,-0.08850128313344087,-0.06998008210176763,0.08595433942706392,0.051176432562231644
1.9205729065463137,-0.08059143130855935,-0.03349409530215709,-0.0105755072483621,-0.05408723560206109,-0.046612455184964145,-0.024927506735933226
1.8625581899938521,0.003712995665915028,0.10687661321594648,-0.010893949448962964,0.0436082827530454,-0.004685674466424269,-0.03186661900288212
2.0875443729583627,0.13963240911074065,-0.015685892106642525,-0.036018419237586585,0.06584971651401893,-0.06884728335545295,-0.04442896108506678
1.9675758407573463,0.08714850318094891,0.0497029097859779,-0.01609644823919765,0.04104593695401562,-0.009092095746205297,0.04248031950836689
1.9853892782227134,-0.04685178372013369,-0.04985305748236985,-0.03167434675942568,-0.01831223415165284,-0.08510769941911338,-0.03192508892805405
1.9792131649062787,-0.011912872101090655,0.029214233775473414,0.02967992718752442,0.03753981727106859,-0.06326436603578661,-0.07963696163614581
2.1026989724727883,0.16666920790335032,-0.07735410285163108,-0.02016655832153934,-0.10873934463453513,0.04600155619371876,0.10473612617893152
1.9872243570398833,-0.02639568928078979,0.009375461995597524,-0.09938975494697684,0.01247241722005029,0.0791534027273155,-0.058292419868795554
1.9533591095491185,-0.007218527362778235,-0.08323125189756461,-0.08221046490404618,-0.06954277787882863,0.023816432844064074,-0.08280832148975183
2.1248010219317552,-0.12057813706072625,0.070797092091362,-0.019215169583529326,-0.06521659863170581,0.06626821578387843,-0.04160025535894302
2.153562775364266,-0.09781499268423977,0.02177172995273852,-0.0032916815126188387,0.04372073844595212,0.006456330688069973,0.01687274003737042
2.0164933127576763,0.11230760473254778,0.05997620530107557,0.022544699475448165,0.028500755057888585,-0.11420426272853366,0.059263459371040515
2.016449538806772,0.032347921815390895,0.019081300839181678,0.004400516029847644,-0.02031983327473113,0.07281658487616997,0.035500826733191077
2.1503106289266363,-0.008302749570312141,0.056824881305552626,-0.050118288809175286,0.09938417885398203,0.003503447775750744,-0.02575471319116189
2.182656823919798,-0.279767702015618,-0.03713179744596839,0.08639814886123384,-0.017154206443315955,-0.01185337398173946,0.02454081275926318
1.8754610946549901,-0.036924398746855144,0.01673702488108609,0.000171564141883105,-0.022346721410035162,-0.026213821175019712,0.0617192418588114
1.9526425556681484,0.03310425293518778,0.038188475092509326,-0.031233793671411433,0.055058924568876615,0.04101442696704301,-0.04359222098370778
