cA_6,cD_6,cD_5,cD_4,cD_3,cD_2,cD_1
2.6162454842610527,-0.051490621984776455,0.05274848706358977,-0.0660390239943193,0.012875343191426605,0.06535391645060709,-0.0904312781439136
2.6178289613786845,0.01637016451246365,-0.009451276126294945,-0.0050700731933111115,0.036228527506558646,0.04756607295060446,-0.027896253755301942
2.6111375553767115,-0.0017784094751991998,-0.008180524944508202,0.020594868372937256,-0.0074154000063932045,0.05480350651980771,0.026605967565095884
2.6063645621543854,-0.0025124797594687563,-0.001519100485533222,0.021467818027286038,-0.04335176745954667,0.022293932782315392,-0.08983181935914948
2.6172733396761236,0.0038728546556974497,0.005931709539164036,-0.04133232446847255,0.06860042652100393,-0.0636071016261867,0.11741323262616461
2.6176829203820513,-0.0061315523506856795,0.007391602290804903,0.004439132683908986,-0.04797429518997747,-0.038254822724883016,-0.05812703502510227
2.6064687616993742,0.011446977445806271,-0.010737017647576817,0.027339211625994682,-0.00758893682342952,-0.0718931980218344,0.07985106228967404
2.4393698924954923,0.0455369969286697,-0.07829864808391863,0.11789817616236595,-0.08013213371433733,-0.029934796531530673,0.08822795585443945
2.322111663957577,-0.003279185516904015,0.003468692563728351,0.022086965496737013,-0.04306294023465392,-0.04836083290275109,-0.033646004513108875
2.3999940739097063,0.04188282967932512,-0.05966012608304545,-0.051171343030871425,-0.07098879210205832,0.04763761494893926,0.037045289779453476
2.4394318882002706,-0.05882497449368891,0.029221055190129117,-0.005370514691434181,-0.03508651262575326,-0.06799195137765392,0.0319254958561445
2.3800067396740143,-0.026746318769969545,-0.029741776064235344,0.05815069414063037,0.023676542294907617,-0.029333480496184283,-0.042724477613509754
2.2184287419181907,-0.031589256197104974,-0.04008245665037885,0.05612764433919119,-0.04195371351977165,0.03843396403177935,0.003971846133337345
2.414931212666924,0.0913953808364619,-0.1293639908835966,0.0603115063459771,0.02905930739873753,0.10320357870259014,0.07298015628866769
2.2841386986482424,0.006970453176662938,0.08247048876829695,-0.003822231753387269,0.0530322117836899,0.0712959413641475,-0.058904742872043746
2.4117879098237744,0.0243480996142579,0.013971243292325984,0.0017040296074935166,0.026524097179052047,0.03303828333535681,-0.02470396180471652
2.26875622786242,0.0365786488328205,-0.01910517691467173,0.042051933590697775,-0.04154941211737445,0.0334997676672887,0.03593571031101956
2.3194380232714797,0.4071638076729752,0.05945658872504296,-0.06160125414788999,0.06972375356824592,0.0250890922774723,-0.021447424793384153
2.370660581652624,0.021672117671852394,-0.04657326205306689,-0.08666343189901166,-0.0967465036114311,-0.05472126262189431,-0.047046169120901815
2.421624527605671,0.07470669653789276,0.11206454449498113,-0.01953502200129419,0.11298730593513662,-0.016769061637861585,0.09411797938809847
2.2249198745462935,-0.0030245202772654412,0.033552509715569764,0.06985223422346154,-0.09487304907826184,0.030382426764728233,-0.05303872218602789
2.498895445654463,-0.33117198602170556,0.03417444200977287,-0.03717472205978709,-0.0009387338335325584,0.0923036108745135,-0.01018118383639369
2.257621800727724,0.2817031439795641,0.036862406287144656,0.00340270128299632,0.04905142533914377,0.09243168404791145,0.010860130653200867
2.4535600518575063,-0.08534793847506311,0.08053901563476011,0.0772544489523785,0.002454790129862024,0.05395130240539696,0.11483476218867104
2.2625256236919737,-0.0007641310279256136,0.12084357701113682,0.03952033518559462,0.04638917733371944,-0.058511248612619055,0.044045853874286556
2.1734940333001926,-0.015175985037960566,-0.0016743107305640216,0.028779040491815743,-0.041685775324652556,-0.0035222789577764244,0.003928980751709357
2.510889032486414,-0.28932388504275625,0.04647311274540612,0.03742583612253428,-0.028107335578524784,0.05697579866820121,0.1030448586065957
2.3897909170765517,0.12475928171081349,-0.3083737420070842,0.09745846581654734,0.001146680117891445,-0.03222555821201192,-0.08289097327366322
