reflect_445_cA,reflect_445_cD
0.5586442838225434,-0.055208454515046815
0.6410030488110973,-0.008218253880633361
0.8543758760988567,0.2975859880708934
0.7875089452613793,-0.10792400334159931
0.4416836621880285,0.21963405681055165
0.9481168091423278,0.03773859780985578
1.0772485271743963,-0.23808817099556923
0.4625568826553077,0.18654357734762564
0.25678009144080194,0.005832688913043331
0.9732877489095899,-0.010036023408964173
0.631996835068412,-0.029506315726057674
1.1284862871107868,-0.128505878915675
0.5009601426033287,0.079057407103659
0.640741605677293,-0.1588749330657048
0.4429903792245098,0.06827327691980711
0.8619799336771737,-0.21205824807081267
0.5576861558505837,-0.14361472739206624
0.7967281088365178,-0.09074079580575775
0.47524763098477163,0.5469190288173436
0.38882688132338106,-0.427586094433928
0.6849796574117781,-0.2773758242861128
0.782740490262603,-0.02416113376212333
0.6504811375780862,-0.028166676270605196
0.4975642418260648,0.2504896146795146
0.819212215797059,-0.19340311496018148
0.786856379180624,0.3131063224299789
0.8612380174986382,0.19753124975161138
0.46349371163072295,-0.09790250278712508
0.7120329510128047,-0.3289067121296431
0.5825521511828593,-0.10890345118711223
0.6885897428919507,0.3852752132959027
0.3585692303887818,0.12199129406501712
0.6381174065298082,-0.12078345557524447
0.48269055393093485,-0.22374070415299163
0.5629930799441983,0.032699645750101994
0.9682851375004989,-0.010929467734345314
1.124333705421622,-0.06844963417580224
1.089699619539441,-0.061996077673971986
1.067733127571336,-0.264811509800179
0.3022134980430676,0.09738616208109094
0.687298416696912,0.115556192540426
0.8789009280351082,-0.35786657171024533
0.9418395704225182,-0.17032857011401786
0.7837536324082321,0.031095057902193076
0.7570529864027244,0.1427884219382243
0.5188400821617867,0.31097835938466184
0.696648820324686,-0.017077963901542266
0.6067398806316813,-0.0021199701200521467
0.3995260136687118,0.4057816767083411
0.6026465477726303,0.0643716837740828
0.7841732906117291,0.49021110693594666
0.6638083480990555,0.13752087789091483
0.6179078084834755,0.0778074263170304
0.8988519359757751,-0.23501317760375987
1.0338141906006126,0.03537196957085295
0.987638747061306,-0.4497839019152778
0.7207542882568087,0.23266477513856815
0.7839822071117875,-0.03377189031584249
0.8055090652713168,-0.11680043999645574
1.1237873368986477,-0.2069518059358383
0.5371421873899831,0.05539445537074838
