lux_cA,lux_cD
648.1127746259316,-103.04749626083792
765.5391667549972,10.067855987870567
710.7573405581888,-25.775109729477887
937.5543545313117,12.687923441710655
589.7655252038295,6.637603521395661
657.9678127653328,-83.6184902325097
597.7628585865963,21.583559314474837
849.5490770721036,162.79707993799883
458.69821387924884,-43.96627165837087
645.5622705605301,19.379644642904434
1033.0944599952059,217.131816082578
1030.6828493757466,-20.58622166714088
723.4633427576669,-97.78881895267602
881.8459556388099,167.07949604496343
1066.2206785613262,-59.84103398652745
886.7570468541293,265.71937597907817
552.1352945070855,-80.11485830644068
762.9880059296189,187.71734189857492
1026.9449424449115,140.64517093277647
474.4221436086731,157.72961818923733
749.8558761643005,6.300441766706393
851.1695771101565,-209.86405299568113
1135.0583021611317,-66.64732870408034
809.4218551207825,-48.16189827555329
697.7939716545584,179.06271968155488
751.1401070658162,210.67069252454078
456.7124042489487,263.1658610961303
653.1697218990868,-38.074126719698285
983.5508912531068,0.730398127851517
701.220614435649,-66.73200835069704
686.4722051723738,-4.8321733998435255
741.0903131141595,-340.3822604829856
894.2306555809137,-181.29059592890636
921.271194339035,312.96500311224025
730.7882844482868,-102.75344634173416
679.5239672050226,121.80088517993222
572.8258210035739,-38.671735133659034
738.9290775021057,-125.55389171774193
1088.8463291497333,-112.52988213732404
792.216542980119,130.28073144288743
820.6076340676683,209.9852233315691
881.7296188070484,151.72385217295428
1016.8347326864846,123.10772206828887
700.6769662484253,218.92585379575246
666.5109514565853,27.329697502745997
828.7768580292186,143.99690288194833
596.5639120590166,-1.0606335967569427
980.9634949884646,128.70519525061334
489.27454554325516,-87.9194887244152
687.0635076679729,-72.7367255212752
664.6841247931393,31.212849092265223
830.0119203403174,-285.3586951140813
1037.8919208831883,192.45921648897425
893.9562259576844,-314.89384269010395
1035.351948892788,9136.96600162456
-1657.0512076849623,-3914.047937357229
9642.486681824392,120.80264313886363
22054.771874957274,1813.2385969692284
29231.545650209548,1997.6588921447958
23185.187541713283,-955.7685606189925
27243.89199594515,4141.204937310758
26968.208696084854,1911.2817013941558
29861.270970719965,-999.9366002698296
24283.685024609997,-2048.3272284995483
25412.445862631,1414.895426699525
29583.244696034246,-995.843413407218
31184.65336899193,4173.104528683765
26050.58499393294,-247.14269806491157
30420.71110463264,-2389.8581866304744
25622.253950035974,4316.944661595155
22709.04883075232,89.32807212802152
31812.175410917516,-484.8909068834298
24445.714665493015,3929.5282968336537
31160.640933423143,-4090.977892664404
25698.956860560767,1123.108836169647
30498.258049175238,470.1894189020737
23246.29741499242,3938.0164043625073
30687.780132422336,4536.535405771426
28447.6871005513,-634.1431499810849
31149.361279752477,1040.426821276773
25341.788408880206,2999.6304098858564
34707.251179254665,-4530.271188892366
28588.318220048423,-52.42257273730888
25704.246702056003,-3309.186038777545
29102.76171436092,-246.09605729407556
24026.03360635746,-2896.1567322977453
29187.312819677394,-4794.547795624973
25929.788926059777,3350.64763411861
27586.54160781589,-2293.252387808548
29684.568478056255,865.4210850138807
30592.998922438426,-4430.228730832778
27315.781123613742,-1280.5265176825098
24348.99361975836,-651.5103397266165
15360.021764024132,1411.1614856162798
18376.878926890433,1396.2966248760133
19021.023281473626,611.9302176550492
18145.240905008028,-3435.7987416882825
15305.75382983148,-697.1341288796422
13418.717783750997,146.2284798531099
11623.217849551049,2199.902995130441
13328.325574133098,567.9801736913092
10776.183092857438,-1005.3498079304238
11128.867852767866,388.67616296746235
12062.617503367166,-1341.6763787538512
13385.218041886985,-1112.379474179319
9554.576651457974,-1527.5371057928355
11727.30788614633,369.72413024328137
11951.937598409733,-2084.427281111031
13882.788776026246,1072.4298745969825
12250.606436738964,1158.2601787508597
13367.810468334177,1235.7632915206602
9152.99855241277,2488.661163643044
11661.254954358248,778.1948568881162
10322.930947323144,900.2094669636087
12641.529757108441,1159.8971011177803
11170.782851020871,-714.3483391169303
8843.15893866048,74.02480489114235
11390.423215534689,1211.3959692381695
10111.452650331015,-1718.9228313620333
9590.520291754874,-1454.0224098043675
13303.16089357345,805.4647995526327
9745.60116743604,-1410.0541704651753
11246.705096024365,692.0356270374903
13217.639544665115,-1765.7277165342075
11979.158307720603,179.34518439944173
11920.871849782077,-612.0313037730896
12796.390530919545,-4608.640555906657
14482.827759816759,1525.4724929554104
9166.243358969554,-138.0894713024191
783.4617693213761,60.53536295439786
855.2661630457292,-118.16644345052302
825.2236640761299,31.333219533111844
900.6669351227939,106.25751365223874
704.8481734324571,-51.6699031194334
938.2498015481628,128.16828797355575
738.1010546813013,140.4101910633004
943.3655596397241,80.60184664159804
1032.756355153477,79.69442992630609
603.5822368774332,198.25146936382626
569.3116570274341,-222.0674149438556
657.2845126350458,-156.321906784669
873.7829218755109,-151.2311459756867
888.1499618040498,-176.01934181865636
808.0099225560176,-44.622459305616175
760.6041557710416,-215.685313447075
887.3516390670658,264.7417415953436
765.0582048232443,60.23567189199649
624.26542828111,33.03578784531733
1043.8321672726547,213.4557368320132
916.6630019905965,-29.38684990304137
772.9428763223661,32.51884306087905
451.6116150943417,-54.171070148911404
817.6230002127511,105.95964640534933
836.0113790676979,134.98893430828383
760.9517706175594,99.11704161478687
608.6841233395353,12.656656762277624
670.9164599005863,77.42765693108885
630.9446391845539,-174.71494514735406
672.525865723692,9.333405585684094
717.2134020321002,-72.39843203449723
769.2925890102867,119.58276759347795
1004.5645589208821,-154.93233412649298
674.5917077782276,40.820409671435
675.7630103977237,-103.44675243017402
485.2567492010583,-32.682224944958136
696.6834562627065,14.924066837395593
982.9822087011555,68.79029236456378
1069.0878248351814,121.96479075776861
536.9757506380156,126.10393266852189
887.7059750990807,-3.5008321027609464
925.8765334500937,85.77441727869738
595.126751289496,-123.09717026462599
775.6495248638871,-59.7854128080396
599.2340157678047,274.14127106625745
937.4493477122332,51.066359564374636
946.0138228820463,253.22102841071492
627.0369972980365,68.49800715136861
875.8936200760431,21.871981886088168
627.4925894427622,122.36589787886929
840.5198132098244,-267.62897023666517
835.2918108701438,-52.24367380742038
826.4994146787769,-42.001727025204794
805.1347901163297,202.01990534880824
683.4048743524293,-236.10958953304095
693.0612989918537,237.0844837120579
918.1332759402585,2.247870246462419
997.522103875957,122.49112275221503
630.2219299736511,182.84115170800743
601.1747806751333,265.16383080747556
799.0214317478549,-54.890639453550996
755.1547420245726,149.21764882279672
897.8401668144736,-5.826641854934902
932.1765924516808,-120.48749162484113
850.2778883038425,31.764006227136232
665.2716721590986,-155.86834546164582
795.7853091989123,-176.13280851299663
640.9917367711738,104.99299703026072
714.8071739174643,34.60190393747624
955.1101952029535,8428.998375783185
-1628.287241222665,-792.5657352977009
8279.260418852213,1926.4199290645033
30290.989804642406,-3832.592831316986
29317.507978265032,-1260.7298532720818
27916.29723576095,-646.6372715650887
25045.27236472957,-2140.5765692662394
31688.917532779393,1943.05610983281
32288.02207373496,1266.1760607300514
28698.454335375627,-986.5304299895886
32166.62047286877,-2277.9010756773405
32339.930512076004,2120.042371940619
27695.853075396226,-1484.7535033845077
33861.228940130626,-1141.6874678720299
32644.620418722392,1638.4045870749114
29546.822540443558,3946.106526802505
27545.781613223226,6140.283536126147
32036.985480615404,2158.9589071574314
27294.551605139903,-3007.0329210448776
25520.978676629515,-3397.4914542981724
29169.249648668352,4164.509279651264
30521.520480083294,4929.70359838777
25250.85408263624,1078.8907877171705
28139.273830116093,-4178.713102714967
32315.94951353904,2640.103311481349
27588.287004882088,-1758.6779532863197
24866.267826790758,-1160.3028906811928
33879.80575580409,5662.640701858175
29847.503257267766,-908.0473867617211
29628.96062114219,1548.455833579133
27354.915888884447,-3839.486057750916
26655.232423106452,2098.8145685735503
28425.91764822263,253.2829102870548
28136.746312447976,-600.3456637881233
26321.071954255665,3155.3376693355476
27519.06363149159,-523.5385151069613
24515.657861188713,830.008594500072
29754.82969962999,60.80692778400888
21565.20293512142,-2264.5897087043504
16804.476441649822,2867.1303153951494
15651.885293232348,-1993.0835770949896
18535.72293632497,-1808.6780801485233
15963.08021490903,-2127.39475194704
18924.30018303191,-564.5013031969131
14657.395051472186,-1769.3445397234225
9252.031774599145,-102.88113915547238
10647.606188730417,-519.5505545645602
8284.130946858242,-10.126835380385828
9315.824203346223,686.2229545442194
7562.882829700015,-438.0562812530784
11556.05415479978,-746.6864940727002
9752.660783223604,-1277.4147316959302
7487.243896203319,-2278.6916657081406
10555.092725280516,138.7840623897067
10662.106406064271,-2328.8252283621464
13228.214707845074,946.0424121298322
11383.382270866898,1776.7578117320536
7692.160436154587,-3350.1912621344222
10676.38449003622,-2324.7925075680478
12164.977728541326,75.97350532170968
11222.066013082309,-776.774408899972
13221.266079538205,-677.8475737873641
9531.198161928352,-562.0331802809363
8375.222992554474,448.58339211228184
13908.270577788162,-23.685622672590412
10172.170075855931,42.26726698909043
12122.822329561033,-3295.8787841048024
10070.640110371347,2118.403884368427
10280.17937785266,-2460.9397130935536
10394.005112598925,2621.671658127412
10918.657221991492,-1010.4399222001356
8568.981434328975,-479.8728688656306
11468.321604940404,-4264.384478280014
8992.923540143338,1741.3450966828118
7827.083102419712,-479.2769687107791
823.6364411694497,241.13166226703865
1038.130707101043,39.58030648594891
730.7958282141672,190.48649704081737
970.5319976213143,3.8255100203220636
1017.592021741728,-156.21744726982382
809.5944362541848,-88.42400183062428
1009.1041981444532,83.1098403729489
1093.4998566974589,271.5606591111894
860.3658405567996,98.27926064898577
632.7315302461681,-73.79397893041039
828.8331148274149,-153.7930509413899
672.1165990501581,-412.30317429818183
769.1472833643312,-186.67641815869453
803.2859378630183,245.0428241267956
894.6659695141623,50.068749539782125
831.9007923088635,169.8958391042139
634.3007935745206,-151.30569348995948
855.1579270596609,-243.15774106122572
825.1282661907044,-145.5781188549988
706.2031969297235,-77.49024832999926
819.9097733366184,-31.617661387720652
670.866289077007,-27.982856238612868
435.10025594437076,-2.584013699231483
770.8399352794368,172.50920011617887
776.5067914251575,145.17900505226837
585.6076790382051,-222.638328272665
812.1085616204643,158.77802276989664
839.3496945513564,137.20224050321258
603.750940409901,-98.09695159980623
623.9087683133774,108.85701692028407
836.2571504045835,76.05763093820413
810.936044550812,-38.12826460428059
561.9029032085365,-54.49685360682535
543.0056610791123,105.81141243696663
863.8855855965927,226.00395196753905
1119.4660436873203,-189.91238922737193
835.7579501216109,-69.26298942256868
612.529057588173,-96.13587226301172
655.8272865968464,431.3792083355793
831.294757365539,235.9858235736577
728.2768395131812,-261.3771095679969
864.565342120192,-130.03317281114448
683.5298676035329,-224.8015595753699
839.4633663274991,-11.814265190887257
734.0438655241895,-141.82674005631293
720.4627113798036,226.30836302279616
839.8058482323888,33.418898918724565
952.2760001352551,102.8508399810876
543.1743561263414,96.11999024718509
680.7653000416988,30.551228458044637
818.9508339868861,-95.68008433475835
712.1309711845338,87.6730736427723
838.9843027262241,-164.4468800341322
1143.1639799142554,-148.79169815968348
691.3614841022796,83.78982002797311
609.3647742969944,12.391458127981837
747.1682852677189,45.6434051955282
863.20721814262,241.31635061107534
922.2467226963329,153.8614805343842
838.1151378436069,154.8104506417637
678.9794168371287,-86.03659110855753
719.8886399218776,175.76513151529582
689.1990476245205,18.043796316218305
696.3133476878098,147.695193101067
598.4181183007743,90.22413226414834
727.8186925710472,-50.95777910215127
625.4847693110762,-36.85133614725732
684.7526553214428,148.55952337235576
1024.4058070218118,216.00784636652617
1208.3546441450364,9525.253230431354
-1677.2674107134026,-251.5509295744506
8884.827030208806,-2372.8235591137013
30237.7858931328,-1599.8243527998193
29472.43599523858,-3891.8197979659185
28486.896423509483,2725.0519713424637
26282.70212980975,-2656.529524872259
29297.471792566816,4282.902103072784
29507.22860554218,-5936.229200973955
30840.55221284206,755.3762497840224
27113.989194992624,-517.5078555517528
31650.830601416434,1741.0980789624114
26285.24882152421,443.188652244383
25458.430386207277,-511.88842911047965
35490.531540508804,2532.864673511246
28181.910271367462,-3771.7199864039885
25357.507623366215,1631.672075505243
27326.357590043554,-748.5551630980573
31562.417488869272,-5230.933394668302
27022.57306782571,5376.593068957523
27911.37470920198,2305.8431197917907
25679.32121065371,133.43877883032766
27577.466135376904,1309.7052563591121
34415.953586229596,2292.18845046039
26498.800507411128,-4375.770759706465
30212.851407058934,-3850.715855368112
29033.07413558575,2790.9939664828285
25980.16721059369,1958.8332831972452
27598.388015687487,-2810.3413410013904
30334.86995846265,120.27305903744681
29218.073568467644,-3000.039724870918
26703.305649499584,-2593.339067767121
32666.32060411299,1254.9794436636384
27359.23609351756,-1938.8227186995975
31672.87005964817,-2609.711031634241
27838.998626234865,208.1518621327646
26067.584626417156,-3790.0573864087883
31762.024907997642,4792.936998410387
25832.955015242056,428.6167196886795
17964.890472250605,392.37781949566875
18053.74020112971,784.7190984955479
18689.81868165025,-499.245172815432
18377.52786361646,-5705.475990267842
15270.477339110172,2736.7514717674876
14724.066283542797,-465.1189413521564
12742.01092869966,-1293.2424578344394
10940.929723523677,1203.240702278624
8523.95238526715,-574.2530145619708
10229.708716078065,3038.9158104748553
10382.43580613559,1946.7842604490536
10434.196766046494,1114.092925253658
9261.263763256335,1960.9350312262234
10907.16989994613,1128.0458194449645
12467.854762255442,-1874.8393678123998
10937.297893540672,-2840.657980438336
9626.068228022736,1536.8022532830425
10782.651724795347,-362.62342751657934
10660.260334112758,-513.0919706970782
13916.319550330063,-939.0700598039042
9801.474845760411,487.1854905853529
10410.382160679674,-1909.857608121158
8828.657339609766,3670.0707368455683
10625.083040526053,-1372.0713416204092
11134.622946441386,1818.8362327870157
10856.654144569842,-731.0486459980559
11948.52837396799,-821.1608187623451
12054.144880310096,-167.7228804030422
11431.710314517692,-2344.1514035725713
7246.203021459561,1127.8352582562677
11560.136123060784,895.867997173353
9581.155501739206,169.87064422819526
11045.095380229657,367.93979150047085
11629.758813582974,-4175.414783678029
10409.106497941528,1529.4146410300252
8036.778699465609,-474.6014725501485
671.4820333126994,103.12057970455632
909.1519316872846,-230.50510522331535
767.4548628632971,21.890317633089317
783.6851732455881,98.5527465111577
633.6003511443542,-17.420266181368056
687.3229754239021,285.2713075249906
877.2036226969032,-369.19953539433214
764.6926517536831,-103.03727018867573
807.9369610389882,74.85528106040914
867.1221240141235,-165.1791834442344
1092.0308239944154,-177.5455606257845
640.9553545725948,291.1224791818651
789.9952647782252,61.22595529096907
905.0817025302307,216.6205183526021
555.0964430737296,-158.9144223646135
623.4567390447856,-105.67936078424253
819.3767547599784,-289.6269828398355
523.324072394496,108.68714897118059
837.0860409638552,-179.97897970132655
634.0226673390105,-94.46993888003195
918.1935560731733,188.34002603175307
895.2759786366108,-13.313347929100825
531.7100053728306,-169.05809777491683
557.6254460930332,-87.93318038799208
915.3787734076506,114.2846586979073
589.9132231808297,7.684442542856613
565.7789967548986,-170.16494519128858
716.1911596468715,-3.531233632560573
663.5189426900436,300.5616927071472
850.221311523469,-71.52385335537946
832.3499574485937,153.0172182022773
657.9675159648008,337.67530278547315
652.983629536434,-380.7343340035193
778.9713004702052,-263.093331430331
981.6928521056548,-242.53112543692038
825.6602683372957,-118.14400838467509
694.3540681407678,161.64202915714898
615.443038656678,-69.6690748262125
1004.8814925784585,214.06270943921882
649.3562408936763,145.47923463479356
749.4804474328976,-79.86577644274297
812.1760313155926,41.4451959419352
567.9758158583602,257.38609134029883
1056.8606811203852,-118.06400704261964
896.4741227291951,-84.03603739608143
800.9747377888314,97.737314549768
935.9240882354503,108.04009371167702
1136.1699497066077,-244.62222388965057
609.1547078617177,295.44068033366665
758.7094027939429,-59.84350470080807
836.4949326669995,137.01845681860488
649.9712596499925,-47.31946785182548
630.8678309765489,314.66976536160945
758.0967819306018,-25.80986908517785
813.3995241174498,90.47809183316022
665.2227160675458,2.674797296450782
989.0231207222116,-71.70056695077854
957.626256833485,-190.5667397779159
931.0924228077228,22.173174544683892
874.2824118867272,-80.40576442416977
425.10129065296314,-33.1675374553667
417.80617668751756,90.1089019793906
951.6685709785713,97.09509040793687
891.1845021367128,31.715930416297848
917.8507335991472,70.98885996411396
705.2869430057215,-153.05655888799907
671.0960956678919,-205.01035319420487
656.7072440278846,119.5882564803149
799.2843798023388,-181.34084209965067
944.2699067540658,7657.74913576436
-1298.140539589088,-2818.910395740847
8122.470026285229,-647.907946474341
22061.697317524566,-49.94683354882471
29427.58671316236,-2825.763484543954
21470.516256299412,-1217.5211858842147
26832.25355475829,-4920.569397952471
33147.95915377866,-2065.8722737304092
29099.95478861173,-2072.7248213897947
28416.082611972426,-1156.619107291718
27594.53285131031,-3005.686559082325
27721.4485206242,-1.786776009803333
24743.38117569982,-4085.6212223382936
30083.884243608147,-3876.6772207402055
30672.882041387238,2091.8609742282533
28193.43653151407,354.2855591856818
25861.528694349934,-3586.690210956009
28203.535172425378,-848.3774255482876
25676.400006349926,4749.613633217361
31407.966442700916,6048.642155142085
31364.921715374043,-85.18129766670322
29398.953088861253,-1510.6725713568803
26693.458760327878,1551.7600322292847
27670.156417947725,4301.667604022995
28934.181424290786,-3071.580109800131
29502.609581238754,-1204.4663074516523
25844.319341862883,1180.004802066192
28120.59254870751,-124.3107670159329
27702.45824033482,-1997.9878436978915
30704.14578433156,3024.494086046729
29399.050623060502,-2261.1711075764906
31366.688170839283,-273.49608781913554
28774.94103535,6481.543360181297
25951.319284446654,3535.261688415134
28001.142773062704,4304.109320747468
30488.141418060273,3239.8683750612176
25654.90756968824,-6112.898899068366
27574.132294724983,4289.5433154532075
24252.36594235059,-1834.969876674393
16873.58238141126,2083.7968640262184
20016.370519186654,667.3309538698122
16770.677769844515,-397.66355504640785
20896.71657753826,-3298.90592476428
15087.757364084866,1687.5541075721112
14655.944102388923,-2123.0540343308808
9609.08973384014,-2244.7166338426377
12961.67349081819,2946.4033258343748
11214.10552301906,-2062.0325040660705
10232.798012017067,1252.136378755339
9105.501382323926,-1375.8955362521035
12758.972118660797,-2463.525049587363
11016.902277842146,-1792.0348089458837
10471.040521583678,-1490.249287958547
12120.608482957703,-1189.8522424712269
13202.761451724455,-1415.6204143381435
11488.69974346686,-3641.3926981579752
8885.329523562035,-1600.8048009485826
10405.953364264431,-10.236174996900246
10832.940650848479,558.2419155247982
10651.514385179298,2640.3596556194098
9977.053983318123,2076.2502828097213
11324.063771025027,2334.9860274702987
9276.654544102099,-1197.2909740985663
9964.79987481885,2653.0815016850806
10689.394914321441,996.2985954765884
10289.710172814232,-3263.146045187266
11144.668562150697,344.83772269893313
11640.296712000254,837.9118991912763
8825.40302350298,-798.7057665057399
11008.771817366009,1867.280178777517
8822.210244029397,2676.419139623278
11073.665094475367,473.76126256488084
11755.433501143403,-2918.778524466064
9094.205285574606,999.5160190421352
5856.066299728142,-379.46809436303977
986.0763758848043,-168.1126708668098
745.6017071121835,-3.016601008603101
610.7549429724563,124.99074257338147
747.9527435644083,74.6869742945265
1040.235605951377,-228.2889931981078
691.7675701176483,-194.27101634608425
649.8086783868072,143.01182237782638
695.6881042079209,211.36107383793995
624.4900760420082,-12.44184526833333
806.8189276245705,-115.60953495447806
532.5494877878901,125.73063623589148
726.6659375814569,-161.00979918049464
955.653857448439,-12.3528103638197
679.2348786758641,-298.46115566410833
927.8995173659154,-128.18898569207636
801.527057895152,161.39794411176067
839.0373521155562,-211.33611750804806
938.5819445251972,1.8660948372702952
945.4636502706047,-127.30690051626837
497.178552602423,328.8428056041471
833.8581920571307,-63.21699050921412
778.2132809709656,131.2872693298527
887.0887171171034,166.4419004409815
861.8107343976934,-4.244965586168437
849.8185223475106,-29.78674473919387
985.4150458315133,-322.3419234078705
970.0129301976111,-98.16371617987484
674.3632301282828,122.5195163103591
702.7005312951516,-211.62956482570192
776.7616813908974,82.94044111116526
919.0690271419797,-31.555090871765266
802.3780379532498,128.48894403770407
729.6825088237712,-127.63587128112829
728.1211320296131,-227.8267964193661
1073.664038570749,-89.67399402406187
875.0123496439018,-155.9531059074327
731.0376593760421,152.11161157550472
738.3700039159719,22.792835994193766
645.3544284647286,44.92523974752551
677.5286446911771,-8.371756009741874
486.79161425030645,-145.33078417058016
993.0074439187385,27.443547889268586
683.1102819581723,-173.27499904019396
635.6362397571418,-199.4249880873798
689.5708830895545,-73.93745049971596
621.0547973603806,-227.77618160819887
655.4412016436912,-196.80678419247502
378.72329737202494,-216.91127507645302
900.1571665277538,97.17897811863719
685.135362497609,-36.73112531182187
1046.5048683481189,-7.312227904640968
570.304720919538,8.632300745253554
621.7420768194266,206.6610624997087
482.95001385023454,79.87902167433667
657.0383679058743,-48.30834531821493
683.3741090244351,-247.31254297613117
965.561148411702,-16.146796781560294
790.5552809124379,312.4068475353414
825.7315691562719,-30.140302124512473
723.3721594468525,53.02158953688303
942.8997693918249,-201.7737612926335
685.7633468932324,-197.5636223838846
682.6089915307231,58.50535766347465
759.4158421629043,-3.124240192142172
584.2791542806448,96.52264821893658
637.691653524809,14.739912090340606
1006.4397676724603,17.014614500334797
935.0193455616591,-37.302953606636066
718.2557088852965,123.2396342229489
958.7850807474406,11860.239532436733
-2330.042333859274,-4439.010791133197
12311.932792806761,-821.1941063358565
25471.78059181511,2628.620556918441
22913.32118841061,943.3676871921207
27313.034597749796,-292.2550335506773
26886.674042839408,-7003.658568292597
24446.16647614428,768.0857749932705
29309.40081230951,684.3989433261613
31606.057116133292,4315.666788818977
32166.08340359478,1696.019874268712
29905.653763020757,402.9435962908319
30432.750399177396,1836.6015947641044
29368.552508879504,-501.947080108696
27577.099802588753,3746.031522190657
30642.323911644817,1515.4457085032786
30479.295884882835,-2121.2395951036037
29058.97379570607,-1772.2090922499297
25455.000609954797,-706.6185518114597
29113.39113047928,2598.7706577532595
29770.002148301206,-342.74293523309836
29357.657150419916,-5321.472749832685
26658.21321717781,-1323.5935351427966
25588.883939823325,2357.5028046571106
27416.113695380027,497.72583932387386
23281.784687776344,5232.244095387704
25582.30676953671,-1567.158711183382
27210.90709835412,5219.311726351805
28434.36750620002,2471.00044054459
27476.64165763817,2383.1934223699827
32514.05124274336,-1058.6577067803407
30096.340887235765,1126.0257273873767
32300.121330669463,6633.731297298993
33709.285381464455,-1675.0857461832475
28861.74434954454,1979.1152769009955
26647.762983364417,-1680.3969994983977
26936.585616967375,-7086.0199921819685
28393.213984686277,2778.7071582976305
27274.95352667213,-2091.742730892927
18418.042978724483,1352.2836784886406
16650.444857254835,-698.1720333856415
17463.947116275307,-984.2886212197873
18116.115893701153,-4770.655182518407
20426.662764734334,691.1452212835662
15768.894720282125,1155.6105859585837
7938.716590755272,-1356.4374308769225
11351.639764566702,-641.8982027604243
11401.24856906326,-2907.9031966500434
12453.456068637957,2142.021916416384
10590.47258853297,488.78467948417835
11096.555702928179,396.476056979391
8417.872831143259,-737.7595080218315
10462.21216601975,-1594.9476517348498
10441.260711012768,-1422.931895641101
9578.096521196125,-74.42929928710694
11089.780401244556,-2923.6696902224194
13500.181015376056,-275.65351408380684
10909.629407020286,458.70084074504626
11826.425921278846,72.52964010911361
11999.834000930254,-452.2732535774065
12430.637217443164,-457.85058542285645
10565.072622244072,-2310.6399101797574
12541.867126761961,-1383.2715361513624
9843.551217510281,359.94453389287384
11863.687311647016,-675.5934771055795
10586.392599055067,591.0881765521519
7970.013121896962,-3055.511371013337
10387.440807796982,-1296.452559571105
11884.465234587458,-1931.2273749511078
11645.338016422127,2231.59827962275
10550.167104875816,970.9708397331223
10124.642920163924,147.23531969384078
9865.13819931484,-3477.585586760149
10259.354470682592,1356.5238474650516
7322.923776744531,-146.56746342016396
884.3189088072156,115.79544007862546
758.3816871007632,-240.6125941972597
931.6429274760435,58.05032043489594
879.0177404836637,127.07417143542246
778.7648012478702,256.41397685179305
641.2013184518803,201.35319294489167
