reflect_480_cA,reflect_480_cD
0.8553490696910813,-0.04567544868802633
0.3343610202177977,-0.06653203583130823
1.0738246740388886,0.3276164503479661
0.5026245986647009,-0.17426750345368242
0.6025582548789028,0.3738327707134896
1.0274274827690812,-0.11862527226555371
0.9778845016252423,-0.13199191074158484
0.4793551821882441,0.14082619646637184
0.7071878704605588,-0.05087440058287722
0.8349024108615123,0.10663466582372941
0.5788550198613811,-0.0986410477105151
0.9036196658368626,-0.1823638508577073
1.2882495631288238,-0.055497333670059365
0.5732033148525664,-0.21800050516457198
1.0042909259432533,-0.35641464393573874
0.5506543414404863,0.09766564618279991
0.5740406880064846,-0.2072381090621702
0.9631083377028049,0.014744516518661481
1.1551186433642588,0.05018333375661166
0.5380808853450653,0.4186968943216486
0.7537028990903619,0.07291897546356255
0.694339783183363,-0.07486211278155078
0.7549820338455195,0.3450285410689187
0.8818383706630188,-0.07172399210042564
0.8503363555200303,-0.14386842214146453
0.7214710340661901,-0.304238950028949
0.35640888634467616,0.05634234940230073
0.7124144035755037,-0.05614715686470835
0.4017174261929776,-0.16361534699272295
0.3115545894681638,0.04584029764399907
0.48386048647230645,0.20490467638853685
1.0952357012071412,0.05579625826578817
1.1186144374724267,-0.26716033860858984
1.0633250847411986,-0.14939023902023296
0.4251753373419299,-0.15743161407335693
0.7454303164299938,-0.35701243208334144
0.3663014980406061,-0.3102832427559322
0.3864295622632075,0.24143038748819462
0.6819799541247541,-0.20526537168986786
0.24559729400126146,0.16096480831301446
0.6794388806358201,-0.007795401667898941
1.0709100647586236,0.03501639879516041
0.6751060036372665,-0.14093034325268133
0.893065901551553,0.2641783720037051
0.993617937904298,-0.15147162606623019
0.7357151848611383,-0.12228133331017955
0.36026268438827846,-0.0014090455148844765
0.3612085674247409,0.06279853956867402
1.0211673285083855,0.4254377348042639
0.7492283677746685,0.14011580733126838
0.9600495506950499,0.192406121825262
0.4687957708197961,0.30762453292049474
0.5323821265305013,-0.21306300404565426
0.6291639386195846,-0.2770062060861692
1.0248156585057788,-0.35980145822848497
0.875116705690204,0.21913649050496042
0.7459120954757128,0.16594963584658715
0.6854896470332176,0.0290591109520145
0.8034524196276174,-0.025847233700580906
0.4762311909461239,-0.006476194548383448
1.2537833149556994,0.2691908878978892
0.5769624126578324,0.11907490658303074
0.3577592258698645,-0.08652676258569363
1.065711258600979,0.09107638677309296
0.6498907793831279,0.42147513613795473
