temp_envi_cA,temp_envi_cD
34.811551993250895,0.7598581844571944
32.89967439287919,1.8003838600484157
34.94605525589788,-0.17936998226544443
33.037918289161766,0.6218774021385862
34.604989369085914,0.19984030043224987
33.65498244269715,-1.3764594789477909
32.92587205420892,0.775934115432487
33.11075218489074,-0.10854974954300631
34.37656918705901,-0.19723893027189193
35.197596766310774,0.7292947788332477
34.86978926133045,1.7263018231668563
34.622681777906195,1.3252239825128664
33.49189551890033,1.699417991472549
32.61117226354364,-0.6955653689248612
32.682872290946285,1.494821956587773
33.818596065218856,1.1634687085349695
33.94520460200575,0.1955449379683909
33.11410689946976,-0.4123848076588246
33.38180979883428,1.70937066501795
31.93558778490748,-0.5693325502942443
33.033901653750334,0.28042009509375126
31.65433895075881,0.38281048979500826
33.61662535616546,1.251326306269159
31.702827205164375,-1.336292629126844
32.78220106038831,-0.58246360496337
33.46634594620935,-0.8130119714086911
32.83776353144022,-0.4323010714591631
33.902308331011234,0.8214453901959633
33.98749464180202,-0.6415308744335071
33.274603493733736,-0.4833220919520831
33.83474744579424,3.331139653808096
32.708182695501044,-1.6325681037698894
34.74308013620475,-1.3378597593766175
45.93441668127412,1.104881516753582
41.22277394330304,0.7369176883118361
44.544642452638016,0.5019237653565654
42.08888755131018,-1.5332660218552256
41.90656232155787,1.6033508757212838
41.37422239513788,0.3374923510676624
42.11735092042964,-0.8852393300855069
45.29680825051646,-0.43369393738116024
42.39904703883935,0.04104949411512998
42.15487669241608,2.2410325342522195
40.359969266852204,1.8951188154742118
42.67304179173402,2.6524453002940547
43.45980541104272,-0.7545911746024712
44.22931805833469,-2.78906785687345
43.221057852004726,0.6142611666491304
42.31580596135384,0.9625480769859324
44.3533437190346,0.3346707952086037
41.56573658475448,2.518850644670398
45.64841008646905,1.0993485615610392
43.422640257710995,-2.9058550012086113
43.785222038643845,1.9650476869632292
44.42924533617385,-0.37123635790841564
44.93412099868976,-0.35782212052781265
43.06904318758358,-1.485302973355214
42.016125528002156,-1.2678510251734634
41.37736292753498,1.7386294109054252
42.96807122399033,-0.17251783537746013
42.47082509368786,-1.4737578596759875
41.636839301915785,-2.590618011593467
43.09098665954972,0.23633370066284154
43.69971381399461,0.757059730771152
43.746324420869186,0.18518924086793337
44.8894245575986,-3.085253478510488
41.11386322354413,-0.2514796305563414
42.54644766439495,1.2542642674104392
41.606496670556744,-2.49468461727631
42.22925589253416,-0.009898459736396192
43.930207696591815,0.5165931194165008
41.74534418823091,-2.394646775392113
44.53108287637734,3.9697435040659106
42.415369591096656,-1.810138136078204
44.69142695496845,0.00788026954209431
52.20714321385381,-1.6843978978094076
52.439270492649996,-0.2756506082480866
52.62498321613071,-0.39077033230816316
51.89942460652393,-0.2924699922148035
52.117052158274596,-0.4259690087862133
51.72584795740613,-0.44269649885967355
51.44832914391683,0.33010644834598263
53.63837538932476,-0.7406342034774929
