temp_water_cA,temp_water_cD
33.48961539379428,0.05525417016408549
32.9781966667463,-0.04747544752660815
31.085542496987724,-0.4913012269871877
32.17958143000506,0.33739606474787
33.50147671026395,0.9470613132035044
32.89179724658289,0.47408323742340297
32.56150599502321,0.3562641194961633
32.1826787229553,0.09870114635028382
32.068033755831905,-0.5082365293350423
31.861166163164356,-0.10492052594998855
33.01574401944265,-0.12651326123803144
32.141303256819626,0.44449608437916077
33.248532760082,0.17920424490642356
33.93053307979535,-0.05029082012726588
32.310237622902974,-0.08180355510082554
33.718743994783644,0.5724977859079337
33.468341032461595,-0.05050235410841941
33.0785876228298,0.4651293680348665
31.266325525267117,-0.40122924924799225
32.04212455970093,0.8793208296598308
31.570563074001267,-0.13274772070560073
32.68493410142522,0.6383402539901801
31.77374558137696,0.10296346906863246
32.53145389920094,0.5004094423863406
31.985424038200563,0.2878598574530645
32.80270998829802,0.4515545736462121
32.26088618724921,-0.21487954711909985
33.24131872171402,-0.577914629475772
32.91406257947319,-0.02800120442940285
32.87349692089003,0.32342336128880966
32.446656239271036,1.7819444354668388
31.46469539602148,-0.1458109826775431
35.55590076821287,0.0870733948987659
41.772213047136304,-2.12711102927767
38.41726773253384,-0.3809846334173882
40.621047971004124,1.0615132032377648
39.62430265991634,-0.31425001771403144
37.9879321882336,0.3557513755729599
40.437029489567685,0.4579901210804715
41.790269537228355,-0.38452545380255926
36.725013723060925,1.9781431448459275
39.40615106697247,-0.9412025370622857
39.967738530403864,-0.5344371211015635
40.20920558861506,0.8886992312076161
38.86728267424667,0.1280915323612833
40.0780634342062,1.367976306595236
39.6555098400003,-1.2471592848888475
40.26337990415371,-0.888073926377565
41.20536630718472,0.9931484285508438
39.01971457202934,-1.6756221274256005
38.53710077234355,1.6717893767127614
38.9215076021697,-0.5399078313606454
40.541319259571054,0.8219206846610743
41.14796725265102,2.773053471849884
38.65823132389325,-1.95789006737864
39.67708480479915,-2.261334917457476
38.94749101798003,-1.4969866980933972
39.74226645768461,-2.3889811588633214
38.156586175328734,-1.4218389463251664
39.997098487374544,1.6144868829545116
38.83968363290514,0.3079552209502858
37.75863828726777,-0.5909671813598846
40.44366842653074,1.570306861778353
39.19494041252598,0.4597243351926106
37.68147926998527,-1.5721492675083757
39.59776377890951,0.49394460295090953
38.96366063014801,-0.3028271476809937
40.303774679619565,-0.7141093570138111
38.56653967513127,-0.3935939038784891
41.33527201212111,1.7005005304347116
38.02392825586438,0.23619026830548967
38.79634659679106,2.054321864330503
41.56616884049381,1.091549824559549
38.92148089328432,-0.09123829410870105
43.90643811518189,-0.333245951948521
47.831330545441205,0.822821734658894
45.2151065441261,0.9179702427934328
46.24188724360447,0.2985741449029777
47.33042160949349,0.447949042634495
47.28818107765151,-0.600646972156857
47.16157380757819,-0.12315472591574533
46.24675961391984,1.190193235835068
46.58975359528907,-0.5339405630689819
48.35841661536327,-0.32686179803807375
48.396176029916305,0.02769675810301464
46.62428552547356,-0.09085618484746677
47.221621081698544,-0.5334946431144829
48.04060589276724,-0.41164978516250195
47.20706539834085,-0.7832236613957257
47.251973187508895,0.12799016934615992
45.58699379540438,1.372675986417491
46.8817412996462,-0.5769244052113017
46.78715901851851,0.7768189322422714
46.36899329541187,-0.8132659863187752
47.07258095601105,0.8810398034689397
47.18971263775,-0.021450742356872443
45.83462108326875,-0.5448532624898426
47.76146332499715,0.4469176276790539
45.779115801148116,1.042521175706864
40.21683795142692,1.9358390590810013
41.75646896641412,0.9487124079416613
43.39592403960524,0.42916124002851547
41.731713722946886,0.44988060857255296
45.153328318079076,0.6265514892169759
41.12466849909714,-1.3397715552361285
41.42204717765968,-1.2035784492189294
42.79912713948333,0.3430148165200779
41.332501121149264,-1.4433543846973818
44.74717850192353,0.6892575388679129
43.186672808691696,2.1688646575604955
43.29887169233898,-0.3374862463579041
42.24770943950675,1.413832792534655
41.540671860491244,2.687661523660838
42.789053000875846,0.843630241599067
42.88665944394282,1.5180104288903637
41.323286110388366,0.35405571645471773
42.40134290577049,0.5318179160473135
43.100247601750496,2.1251237133083136
44.062023848834464,-0.5575028661925009
41.916698831757806,0.104091665857805
42.3028682813008,-1.4943464240828255
41.88815177459869,-0.033271464422924724
42.18846388583352,-2.155756111498601
43.83826371367778,-1.134890853681307
42.09675576172348,-0.6498019525507694
42.75474895039043,1.553625630793897
41.663979437128894,-0.5277037981812964
40.79370835217425,-0.3444007389428653
42.27537256926873,1.25630804540175
42.922793945364575,-0.8936965289023407
42.2702455957632,-1.6199408938554742
44.46902562530844,0.6947033679541886
42.22258879235588,-0.45994415003314676
40.749182654853996,1.5295310328210832
41.875267177801774,0.6454237804027245
43.940788799051234,0.6122204908261292
42.444179316742556,1.0964277206804418
42.913761274205655,0.017433421159481155
42.57127579469653,0.4538553036251346
39.5575288622313,-0.26528995588849497
41.29281520583875,0.8903643342741521
40.94670275870405,-0.5083893966852453
42.34394182349638,-2.3654879669033626
41.40709907687215,1.9225829224369335
42.569149641554056,-2.9573515449928385
43.857024040957256,2.0381958058299476
39.32585204828365,-1.1319313408947154
32.842077005828656,0.662605535471804
32.82066038125947,-0.32620360016760236
31.89860294963991,-0.24208052070129138
33.01126343967991,-0.3829447884171263
32.25291750597063,0.1320184549344383
33.03373949705272,0.41426814768254544
33.04489942333288,0.14998759175192322
30.922366022165654,1.013303690454221
32.839855236631124,0.2637432266323236
32.62881530790854,-0.46790878406819786
32.13244190762609,0.4400444268608934
32.370238133671464,1.0827832929008578
33.0043359427998,0.4598645894266662
32.53556416791162,-0.19157991049812217
31.98299369033712,-0.8538313859410538
32.96814796129628,0.03252822616602405
32.74623201534893,-0.10791740034782321
31.306039135974633,0.19756030722529935
33.52325423340572,0.48732041365118894
31.947489934244125,0.28324011557986334
33.08375521479808,0.24206259162891614
32.119891500101886,-0.3239658295750093
33.42046941628151,0.14910104005380892
32.57457746253541,-0.39171248419417654
33.25860366284309,0.02709782505219885
32.580839932429676,-0.6715329953148129
33.097566240690675,-0.1207693578333853
33.18951441875609,2.932385836368986
33.02819040033372,-0.7244181742652155
34.539068337931305,-0.5751023706350489
40.24403599944276,0.382899873467575
