ph_cA,ph_cD
8.874165734770987,0.026291542678317834
8.510172966491737,0.3039682824181917
8.516463309539938,0.36178190002880817
8.54532429316057,-0.6527233069953526
8.542445934819483,0.28983959240029944
9.43804256350398,0.11111815676339827
9.295950621071311,-1.147378977828884
8.77741574617421,0.10490577417050495
9.402057654614097,-0.0010360933833117036
8.017259874883976,-0.056130526503671375
8.270976648119582,0.6406990787948273
10.230053810368588,-0.4690822102260077
9.241419161187492,-0.2725008747297736
9.231641931255606,0.7852354893540033
9.316927455439316,0.46503386111831924
8.727126599395714,-0.6392042131623229
9.089871631613049,0.8918273348619242
9.324528308629041,0.4437108877133036
9.694141689343583,0.4366681279005604
9.757279792774662,-0.26707004905945864
10.08478874873067,0.8678667399614486
9.743968041080327,-0.2542646178886477
9.120826712477172,0.9547784525172452
9.418808254239977,0.014073284597614866
9.386208275054342,0.09186962686541161
9.432155898783437,-1.1538089357994816
10.170737328383732,-0.023271254659374532
9.495442721058325,-0.3953711125842034
8.518529276334522,0.4254966855419057
9.661026109569649,-0.38877483697032555
9.296425244574603,-0.08531462610545719
8.537261770098034,-0.25371270033005655
8.13469069399112,-0.41300498913401
8.56126596145664,-0.316088750723796
10.208646119805707,0.25358281522182735
8.88609881176284,0.49709142454482547
9.30076392353218,0.30067035883181364
10.31457774842518,0.4000572992064759
8.503526470905786,-1.1138431876369113
8.460658873700599,-0.009717227981234429
9.074930357456417,0.367817862594712
9.91639167014302,0.21594306212553022
9.553857018887607,0.6947230598693843
10.027184916121222,0.8872774106914796
9.074205897792545,-0.19619380075087312
8.810934530584447,-1.0329978337324355
10.242954510808946,-1.0541614598097426
9.13592986118291,-0.6245681399592566
9.053276853533102,-0.462427134176479
9.58873485856389,-0.1599950082597985
9.033935937386381,-0.07158654946220291
9.41918876717284,-1.3885170674312102
8.92857752914707,-0.9639366146585145
8.915528785726899,0.010200834119521607
9.368061616015469,0.690565295080432
9.353533609683078,0.28370578762893933
9.205405545619696,-0.05484805379755017
9.175117196480421,0.3668752040563724
8.59176333035607,-0.07043274095769417
9.867460248991812,0.8125167145496677
9.0060990109106,-0.563106116934232
9.096551869691067,0.3708473132608561
7.848137820720151,1.4073542694252825
9.92781015345712,0.34487415758027035
9.841710206330829,-0.1721686214399166
9.28456128623277,0.019674634743611627
8.143198581357819,-0.8366062836868202
8.431588553913796,-0.2358696284043702
9.670533441720078,-0.033278867218038424
9.251670665988286,0.05987882970944362
9.750339695369487,-0.40952729059886644
9.220655173021864,-0.4668458921614456
9.71479166008684,-0.4111911644318741
9.98775837875431,0.3305916510228227
8.987479383574563,-1.3419701521993834
8.04865703883069,-0.8421879956814239
9.720202229520096,0.22829923453486817
9.524608011011738,-1.1314805283666136
9.692913904302765,-0.4480420011106836
9.49192218121497,-0.8453693303922221
9.73725825078271,-0.053271747322664736
9.271746232775769,-0.547467533008802
8.260991953354843,0.3518873824840197
8.947268245296891,-0.27404085101027
8.634577519921475,-0.565214775231586
8.839326403461474,0.35399502094688
9.667215817944166,-0.5891077272233152
9.868538250394517,-0.8582188259441054
10.02719252425829,1.0889826824594415
8.948750858104322,0.5816370307568792
8.946958933264385,-0.017107427134552405
9.184619976827799,-0.18449160023152672
8.488464082766185,0.13144621415703162
8.407821166028832,-0.4217025565390046
9.693701974179863,-0.6266834173699135
8.81920862748499,0.030958430075155655
8.91469134723316,-0.18211002355627037
10.415825698493304,0.7998386100821637
9.26932904470545,0.10674073282635471
9.537407405487615,0.07522565141134673
9.278907231927192,0.42771934438433534
8.530676904637309,-0.2332011944840089
8.313894679925498,-0.9502105291785217
8.437958412022123,0.14657207530522162
8.41228834166672,0.12123551323776292
9.786075975629995,-0.26210768410554464
8.756465648233123,0.803726177893567
9.82409290229851,0.24637067231135606
8.778452036297722,0.1853237516254833
8.341287571454115,0.3451705496793135
8.485213903949134,-0.008560517524644318
9.604478313836653,-0.29038976159922536
10.478561187361034,0.8108078444637081
9.363117337481551,0.7018700780787787
9.573186594041992,-0.01868742795927554
9.27594702162779,-0.0721541842653275
9.08513160866632,0.22880198866545798
7.976257831680406,0.4505743279588973
9.498072280421058,-0.7631677653023622
8.64041102790035,-0.2801497900416688
9.393364108055547,-0.40456489503097937
8.758010808788793,0.927223480674104
8.007090816119996,-0.3012724739387127
9.042231220308064,-0.8457202642996959
8.883657842139854,-0.3092668003072026
9.135148798474548,0.9355466204557292
9.659267560397508,0.6794987709734963
8.766921023770248,0.07351505093488189
9.516209513065027,0.8494519430158798
8.325528042778357,0.8865668371847203
8.907964912064049,0.8641151434910938
9.295346710264472,-0.3649683804203139
8.953819833459223,0.28381819058075275
8.146801763564222,-0.31340855874529105
9.737946805597666,0.523315124004556
8.948799138273097,0.3376052685344281
9.42610649563316,0.51675447928227
8.381797412820786,-0.49205489910163314
9.153230453896985,-0.04067080679583822
8.812767540145366,-1.0333272388701922
8.039961828795036,0.30248088455472705
9.107451256836793,1.1583402598956127
9.55764331820556,-0.7348756237002714
9.488944999522289,-0.19895443907295862
8.876549437392153,0.5364982198746364
9.701879400288895,-0.8064557484157759
9.036792161520765,1.1606174737068762
