tds_cA,tds_cD
902.5837743501378,2.9862577953201725
889.1624640604429,4.744215595831889
898.744234409697,-0.8849949445184597
887.3974972302931,2.5616746170709295
904.0522956157888,-1.6377756254258058
886.3710151338707,13.567845363098598
901.8534870203589,-2.07608690498087
897.1060964121076,1.5683438819506748
890.8295415089688,-3.9358261472410305
893.201368087222,4.4571370805733626
891.3733907857572,-2.0419104956652108
891.2288523050044,2.064400444897248
891.0536662428009,22.497313984746235
878.0786465882148,-2.3490107661611184
907.1296992337769,2.5897483284434353
899.981990241692,-4.383027278176448
901.0445097688004,0.39623222847535633
888.0707848794948,12.34253657833246
897.7078865138284,4.016783600592465
889.9301885764326,3.5343054714059177
894.0168360269922,6.692114777565965
885.5989290328399,6.667794345104678
873.2993014210804,7.765069880341939
900.5896218576562,-12.222849890708853
897.959429818523,6.659747862829374
878.9757060204163,-2.3395046560453823
899.5502631855106,-0.591048330013372
896.296882470522,17.20881692066382
902.1570570218394,7.028744248013236
891.0701869107772,5.6845049892402395
885.7364225412074,4.861618305094967
901.8022934254835,-7.629219352478007
891.7806823901249,-6.044867454979182
897.075893993863,-4.407029109163511
885.2256061371606,8.844587833208406
900.0742805426286,-13.784488426636276
887.3820798891397,-3.7498125292160926
895.6527761416189,-3.1052681930512307
886.4427694684088,2.6459076125116976
907.3116445541062,7.895770667614332
892.9299376842374,19.10859331236089
900.57322182835,-6.203439076856413
898.6575566406176,1.8359856871413598
887.3114672416016,10.970604419940312
890.178052363506,-6.53089237264659
892.6236825510874,-4.400462271760193
888.6552018508557,-0.18051472536678226
899.4119559025934,-9.525269168658365
895.3109486345156,-13.229255488164062
881.4677091338725,3.2913508290049585
880.7553643812192,-7.436962025154968
902.6316543119739,-0.4772647949857429
895.4371124647773,-14.965937378520506
892.7325708689805,-10.976579432649983
897.6727852672892,3.2213601064663253
892.2239289069802,0.3645049626893213
908.7932459208434,-1.234338467876099
902.5026560162012,3.069496613550374
891.0476516252247,-6.417749903575774
887.0242839687286,-8.134522661064256
895.4868795772148,0.9321398678430786
904.8368132994628,-3.3627423035578143
892.4084738693458,4.844049607836172
889.3575179262073,4.882555729603345
898.6120663282179,1.1635421643097024
886.2191255662943,-7.684689056744182
884.1390366591569,-16.197657501487285
892.1590889951796,16.273873133437505
882.0527445663513,-3.7767825895303258
895.9572317011056,3.435021691504234
893.734001425625,7.165138336188898
883.0678882230468,5.967370037356011
892.0450742887014,8.43511457032885
886.8739762115233,-15.142027402175634
886.7928774878403,17.579304779704295
889.6433505073278,-2.1518045958603516
883.0760807628021,-2.883833565429974
890.6473033624949,7.078910001015331
894.7934587729643,6.776475560767583
893.7791502033208,9.476260407690287
896.6800776544865,22.257900988268023
889.5722360882594,-8.77248724163313
904.8603590050583,-2.4360995957833023
888.817497527006,-4.83758118064269
884.009820171478,1.277028526456201
896.5569173360018,-0.9758610147183076
909.9614708536596,19.615650435213226
891.1371289092128,-10.179180590175662
876.7746628199252,17.671715406419818
894.513067055695,-16.334391092755716
903.1440754511012,-3.1623071071667503
890.5322323716937,-9.140192896945305
906.9204657531303,4.6169356596048035
883.0814258959258,2.4743660511999126
898.6161803365073,-3.65372266361606
889.5631940378917,-5.74951527549539
897.9972220323026,-15.425469484595947
881.7786661214851,-0.5058796031055204
885.8871917678451,-2.1919406921934597
894.018155039499,7.208915051667274
881.8543177865049,4.186780721195189
903.0983720721182,1.63918754883416
886.1854142624497,-3.579495342060129
894.4488324995405,-2.6108972147930087
898.2485480543096,9.208532848896311
897.647283907157,7.681615769915281
884.2094011650844,-7.370604151303071
893.6563215875991,-3.2526906812267313
899.5770857243906,1.8600865008968759
865.7067304016671,-12.675610847976074
880.4392194550774,0.6708282543413642
898.8818286939844,-4.417443049580973
894.2745709821096,-12.60591018300452
893.9378247892612,6.3922483098706895
889.4862106335701,-5.128818448706239
889.4244591407993,-5.284001140512326
896.1434721453392,1.2150025466882353
889.6048295438147,1.8463731110395738
897.1746746954458,-2.2325035550482157
885.3065523472123,-2.446046898279995
908.7143173255776,12.021103040586361
893.8966855529407,11.919013934778594
907.2948316856682,-2.282062049139033
886.9456794563717,8.327977867117898
888.0968869153991,1.3267952783578751
872.2111419855312,-3.5142784892930052
886.9227646558455,3.4617656124441334
894.2470643190784,-2.8105834399150442
904.3686381068201,20.71407130145517
887.4829807286806,15.726707636501093
886.4557457459412,-5.75244114507649
895.7269630348069,-5.51739113267073
896.7885613498199,3.314567695703814
885.7013491747816,-0.5362169420376599
899.9700242880986,-13.662394540868878
895.2555304584642,9.055119010856622
899.4829417444371,3.5384493039746623
882.9482224754373,18.60488445277048
889.0391986266754,-1.7139550988906933
886.8496902098627,8.476704417276501
898.8434215604782,4.883007041853427
883.27606867037,-16.89730982588119
885.1800421423604,-0.30504283408062793
894.4165796930206,10.771451113286568
894.6699877461338,3.716714039146754
887.7070688765397,10.719168957893757
888.89060235443,7.661299543500373
902.6522325297308,7.129585335076543
886.2015580085763,-9.232304308586347
884.1624501531085,9.75192167602754
905.0442649043947,-12.24228273155253
887.2601343622929,4.882678378219162
888.3519973038512,-6.097011523174568
894.627433571369,-2.592971774764373
885.1288157372223,3.900256805682501
891.6691890667964,1.055269213338609
897.9457941052242,-1.726905957319273
884.918986194694,-13.18719022552798
895.4698651974745,1.3564225059923514
890.68013866407,-12.214936998427511
880.3233910601147,-0.640690187097932
902.3304970772107,-7.995171884533964
890.4410115150026,9.198168094817248
879.6623688394142,-2.1990379187484628
890.8790698758652,-1.1155418887694308
885.8296765607258,-11.391126203007866
890.4643103167357,-3.340407243063935
883.2986295081106,7.673327039726609
881.9706560768066,-3.7049170079004696
894.6151990093639,-0.5188531481665208
896.2798913962827,-2.0990335596184666
882.4808271475271,-5.779659188337816
888.5938071213493,-4.324908044035183
897.3263146381681,4.381068931295533
893.8920324613177,14.53507784922661
899.4680215885171,-10.456578331339234
904.8509027650448,-1.4095217915677143
895.6561047758375,6.025136381090684
896.5691495813415,-6.523423245370492
899.2143952587058,11.81820842772823
891.5390812396035,-4.321038645886156
892.2544627670945,-14.082754222142
890.0513680647223,-8.57805254577465
892.2410911856712,4.089358004124158
889.0701285562159,10.225136523112706
894.6784458778938,-0.2203663495490824
882.2650979305097,9.678636228230072
883.4633267771195,12.058953125321395
885.6316293923613,-8.598576322402575
908.68535091088,-4.894021967676267
895.4067652716138,0.08850125298250422
881.6140633844419,-8.616323413593532
889.6784624356012,7.25843497386444
890.3855341924872,-8.91757209550312
883.7595018813722,-2.1255153808923763
891.1568827869745,4.201454109838141
896.054032217942,3.1928325909047155
892.2116334857824,-6.245231200792769
887.600757403005,16.48923511183801
883.8173978381114,-8.663579143848057
889.7695880711797,-7.556011970419124
888.2082075421245,-3.677693574474107
878.7991137738094,4.612013133824182
887.6433281495146,-5.944389664294853
883.4859696737706,-2.6211124543266653
882.9787653346324,3.092492699708484
898.0940068435159,-7.510549167379973
894.5826218083638,-7.146213653065661
898.7007137603034,10.027591634349127
889.3759980853492,-3.7943248827842533
902.1471785619116,4.442652482187158
878.3648576072547,3.980242688881627
884.0415961296583,1.4695307937264959
886.8709699080711,5.709066846103409
880.2761494140123,-3.5030593528827083
886.9494726451305,-10.411321147282575
881.4240121112505,-4.846316223562727
907.5394409551809,-0.5809198977217109
888.5701650718912,25.462028900234632
885.3664201118768,8.509963416316488
895.4632249735841,13.140020617525938
897.5664211790253,-2.5480368509423394
